,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE,HISTID
3970151,1940,194002,3880289,1.0,,8,1,8,1.0,2,5,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,C086DC32-6D75-4721-90BF-4768DB597C44
796343,1910,191004,1535855,1.0,,8,1,2,1.0,2,16,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,B586DF7B-18DF-4CC1-97C7-EDCF8EA170A4
3912803,1940,194002,3863699,1.0,,8,1,3,1.0,2,10,1,100,1,100,35,3500,0,0.0,,,,,,,999,0,0,B57894A9-706F-46B9-B8B3-4A3B21B6BB3C
950903,1910,191004,1576587,1.0,,8,1,2,1.0,2,47,1,100,0,0,26,2600,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,F0F8F89E-176C-4920-BCB4-9B4FA082AEA5
4205178,1940,194002,3950210,1.0,,8,1,3,1.0,1,5,1,100,0,0,8,800,1,0.0,,,,,,,999,0,0,7E2441AB-91BE-4DF6-8318-9CC0E9FF66B8
1685719,1920,192003,2061121,1.0,,8,1,2,1.0,2,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,21C1B008-290B-4A80-A34E-FF8FF655C095
1597923,1920,192003,2037701,1.0,,8,1,2,1.0,2,42,1,100,1,100,200,20000,5,3.0,2.0,,,1.0,1.0,10.0,999,0,0,4092EF2D-801E-4C60-A3E3-F9093DB54EBB
3319105,1930,193004,3147655,1.0,,8,1,1,1.0,1,29,1,140,1,100,48,4800,4,0.0,0.0,0.0,0.0,1.0,1.0,12.0,970,506,20,9988EF8C-FDE2-45C6-AFD8-6DFFDC0CF696
4557610,1940,194002,4057709,1.0,,8,1,2,1.0,2,43,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,53297A9A-7B92-4FD7-9B6D-49DCC33AECD8
577541,1900,190004,1148223,1.0,,8,1,2,1.0,2,16,1,100,0,0,23,2300,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,813B415B-C204-4916-AB5F-6DBBE028C60A
1111750,1910,191004,1620416,1.0,,8,1,2,1.0,2,37,1,100,0,0,36,3600,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,23BFCAD3-9B61-47C0-8584-7E0B63A8F97C
2317767,1920,192003,2242564,1.0,,8,1,1,1.0,1,30,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,645EBEA3-5FAC-4884-87B5-A8207A8A0B15
2528382,1930,193004,2925618,1.0,,8,1,9,1.0,1,31,1,100,0,0,434,43400,5,2.0,4.0,10.0,1000.0,2.0,1.0,10.0,820,105,9,3579B78B-55B3-402B-9056-984D3758E927
3580768,1940,194002,3762011,1.0,,8,1,1,1.0,1,38,1,100,1,100,8,800,0,0.0,,,,,,,970,506,20,753B4EE2-61C4-4E49-ACFF-CE706B0895B0
3618648,1940,194002,3773552,1.0,,8,1,1,1.0,1,46,1,100,0,0,29,2900,0,0.0,,,,,,,501,216,25,4C0502D8-6024-4121-9BB3-062751A2E917
268774,1900,190004,1072619,1.0,,8,1,6,1.0,2,10,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,983,0,0,94CC1DA5-929F-49A4-BE66-6B045C1A5CEF
2437303,1920,192003,2275095,1.0,,8,1,6,1.0,1,13,1,100,0,0,54,5400,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,DE4AFF5A-B021-4416-93E2-A339A3BFC362
3943730,1940,194002,3872453,1.0,,8,1,2,1.0,2,51,1,100,0,0,31,3100,0,0.0,,,,,,,999,0,0,085340B4-836E-43BD-BC0A-E25607D71FA0
297552,1900,190004,1079708,1.0,,8,1,1,1.0,1,36,1,100,0,0,42,4200,1,0.0,0.0,,,9.0,1.0,10.0,999,0,0,E4622318-7D64-42CC-BF92-516DC28D3180
1135377,1910,191004,1626718,1.0,,8,1,1,1.0,2,60,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,7DAE49E5-145E-4E7A-AD4C-76FB167032D8
1022763,1910,191004,1596095,1.0,,8,1,3,1.0,1,14,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,976C484F-6AFA-401E-A7D8-DF16CBA66164
3029011,1930,193004,3072007,1.0,,8,1,2,1.0,2,61,1,100,0,0,20,2000,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,D2FF13BB-A821-4B03-8570-4BB225ED4CED
1132917,1910,191004,1625987,1.0,,8,1,2,1.0,2,45,1,100,0,0,25,2500,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,80D7E7B1-EF74-4201-84CA-E8AC941E5AD3
1949831,1920,192003,2147366,1.0,,8,1,3,1.0,2,28,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1.0,10.0,350,618,22,2A91EB32-979C-4736-9558-4738E8EB6043
3999118,1940,194002,3887879,1.0,,8,2,10,1.0,2,26,1,100,0,0,31,3100,0,0.0,,,,,,,93,888,27,A146B0F5-B212-40C3-944E-8E882AA35A4C
3784244,1940,194002,3823200,1.0,,8,1,4,1.0,1,22,1,100,0,0,49,4900,0,0.0,,,,,,,999,0,0,5C655E2F-4CFE-4EE6-A984-F36ADDD86BDA
3211218,1930,193004,3120757,1.0,,8,1,1,1.0,1,44,1,100,0,0,423,42300,5,2.0,5.0,2.0,200.0,2.0,1.0,10.0,979,979,0,C5CFF34F-370C-464F-A772-B64FD17362CC
3247301,1930,193004,3129443,1.0,,8,1,5,1.0,2,4,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,9FE3D9B7-F5F6-4B0E-8692-4559EEDB06E7
1602125,1920,192003,2038808,1.0,,8,1,2,1.0,2,21,1,100,0,0,8,800,3,0.0,0.0,,,2.0,1.0,10.0,999,0,0,CA086F4F-FCA1-455D-BE06-2178421E41C7
2509803,1920,192003,2292802,1.0,,8,1,4,1.0,1,20,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,365,579,32,75B6B496-A00F-47A9-9123-9BF3B7E132CC
3588381,1940,194002,3763968,1.0,,8,1,2,1.0,2,22,1,100,0,0,8,800,0,0.0,,,,,,,980,982,0,38EEEA8C-B26C-449A-ABEF-586B0CB3CFB7
2155336,1920,192003,2202547,1.0,,8,1,1,1.0,1,22,1,100,0,0,20,2000,1,0.0,0.0,,,1.0,1.0,10.0,970,997,20,9A96A80C-1914-4D08-BECC-22E185F7511F
4238337,1940,194002,3959399,1.0,,8,1,2,1.0,2,63,1,100,0,0,8,800,0,0.0,,,,,,,210,936,37,199BB85A-2F3D-48CD-B1B2-6AB3E2440402
2133522,1920,192003,2197145,1.0,,8,1,1,1.0,1,20,1,100,0,0,465,46500,5,4.0,3.0,,,2.0,1.0,10.0,100,105,14,62697D2B-D49E-46A6-8070-8AF57FF28603
3046386,1930,193004,3077416,1.0,,8,1,4,1.0,1,85,1,100,0,0,450,45000,5,2.0,5.0,2.0,200.0,2.0,1.0,10.0,999,0,0,085591B2-AA3B-4320-B0BE-74D00561549A
4343224,1940,194002,3988588,1.0,,8,1,1,1.0,2,28,1,100,0,0,18,1800,0,0.0,,,,,,,29,888,41,A2122F36-8A02-464D-A1AF-D8A8698531C6
3529020,1930,193004,3203061,1.0,,8,1,3,1.0,1,10,5,500,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,4.0,43.0,999,0,0,E6AEBC78-701A-469E-82B4-2648495892C4
1719664,1920,192003,2069393,1.0,,8,1,2,1.0,2,35,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,9CB54BBC-9B18-461B-A411-2741260A99D5
2054490,1920,192003,2176651,1.0,,8,1,3,1.0,1,20,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,BAA4EAB4-6373-4223-9B98-3E32E816F104
2687134,1930,193004,2968451,1.0,,8,1,6,1.0,2,3,1,100,0,0,150,15000,5,3.0,1.0,99.0,9900.0,0.0,1.0,10.0,999,0,0,600223BE-42B2-4F0C-BAEA-EF6395D0F29B
4542595,1940,194002,4053328,1.0,,8,1,2,1.0,2,34,1,100,0,0,452,45200,0,2.0,,,,,,,999,0,0,E57AA942-1432-4985-A3C7-84CCF05F51F2
3864096,1940,194002,3848175,1.0,,8,1,3,1.0,1,14,1,100,1,100,200,20000,0,3.0,,,,,,,999,0,0,CB3680B4-1CDA-4438-B88C-22699E606560
2868604,1930,193004,3022519,1.0,,8,1,4,1.0,2,8,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,95F7D8CD-A059-445A-8B0A-C5D660B886B7
589254,1900,190004,1150917,1.0,,8,1,2,1.0,2,40,1,100,0,0,8,800,1,0.0,0.0,,,1.0,1.0,10.0,999,0,0,DB442BD7-A398-406E-AA5C-D393721AA1B4
4291936,1940,194002,3974699,1.0,,8,1,3,1.0,1,13,1,100,0,0,51,5100,0,0.0,,,,,,,999,0,0,A54E3B18-3A85-42E4-9673-32428B12FC3E
1209336,1910,191004,1645660,1.0,,8,1,2,1.0,2,28,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,5312F978-C4B3-460E-BC30-434CF6351B02
4212867,1940,194002,3952356,1.0,,8,1,3,1.0,2,14,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,5C8836A1-3A64-4725-A308-7E7656BC71EB
136103,1880,188003,647888,1.0,,8,1,2,1.0,1,25,1,100,0,0,51,5100,1,,,,,,1.0,10.0,490,646,24,5088d01b-0ef9-449e-805e-6334eb67a3d4
2202794,1920,192003,2213786,1.0,,8,1,5,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,CBD6E333-5498-40EB-87D1-5207EF212FFC
1572779,1910,191004,1738632,1.0,,8,1,1,1.0,1,48,1,100,0,0,17,1700,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,100,105,14,AD027EFC-5040-4DDD-8583-2F26DA47B14A
3780874,1940,194002,3822140,1.0,,8,1,1,1.0,2,57,1,100,0,0,17,1700,0,0.0,,,,,,,982,982,0,91010338-E382-4709-B59C-0BA83958CE66
897806,1910,191004,1562749,1.0,,8,1,2,1.0,2,29,1,100,0,0,20,2000,3,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,43EB630B-5F3A-4CE0-83E0-37FB1A08DA32
181505,1880,188003,659567,1.0,,8,2,2,1.0,1,38,1,100,0,0,150,15050,5,,,,,,1.0,10.0,650,239,24,ba8081d0-9a11-41a1-8ed6-ad8b6cf9160b
4300030,1940,194002,3976880,1.0,,8,1,6,1.0,1,0,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,BAA51237-4E7E-45E4-BE14-EBCAF728BCDC
4665000,1940,194002,4098957,1.0,,8,1,4,1.0,1,9,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,2E8DDF0D-BBE8-44FA-B3F2-3299631B043C
860012,1910,191004,1552812,1.0,,8,1,2,1.0,2,41,1,100,0,0,49,4900,2,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,BA99C3D7-9A81-477E-B648-36CFA3E760E4
3644506,1940,194002,3781206,1.0,,8,1,4,1.0,1,9,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,7E184F38-A566-4F35-8835-4A45961FA8F0
2031046,1920,192003,2170495,1.0,,8,1,4,1.0,2,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,6DFFAC65-E1DC-4A63-8A49-A6F59FCEC62A
3077507,1930,193004,3085862,1.0,,8,1,3,1.0,1,18,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,683,658,25,41BB6205-638B-4F14-BBB7-D6F6FDE28596
2608792,1930,193004,2948020,1.0,,8,1,2,1.0,2,21,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,2264ADA7-3F2F-46ED-B703-BF1B9543CF4A
1322969,1910,191004,1673955,1.0,,8,1,6,1.0,2,13,1,100,0,0,31,3100,2,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,C8682A4E-116F-44DC-8A68-7C7709DA611E
328798,1900,190004,1087296,1.0,,8,1,3,1.0,2,17,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,6280433B-7AE6-45D8-A5A5-54ED832E9969
3279018,1930,193004,3137668,1.0,,8,1,5,1.0,1,9,1,100,0,0,4,400,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,1DBFEFE5-F629-45D6-A5C2-4BCDB8BC6B97
2824186,1930,193004,3009316,1.0,,8,1,1,1.0,1,38,1,100,0,0,23,2300,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,3A63D77C-2961-436D-8F56-054FEC389B2D
3866607,1940,194002,3848905,1.0,,8,1,2,1.0,2,50,1,100,0,0,20,2000,0,0.0,,,,,,,999,0,0,FEE053C7-F1B4-49B3-9B31-5D6453CC6180
4355925,1940,194002,3992200,1.0,,8,1,3,1.0,1,36,1,100,0,0,31,3100,0,0.0,,,,,,,490,546,24,64B33236-A94D-42B1-BD35-1FE845E71E60
2232238,1920,192003,2221116,1.0,,8,1,2,1.0,1,38,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,31690AA4-A0F7-4C31-9B02-F97186CA02AC
1437331,1910,191004,1702497,1.0,,8,1,1,1.0,1,50,1,100,0,0,17,1700,3,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,EDF55073-3874-43FE-9150-3F58AD267023
4454283,1940,194002,4024562,1.0,,8,1,4,1.0,1,23,1,100,0,0,40,4000,0,0.0,,,,,,,683,246,25,74BADD35-A04F-4BDB-B758-D7DE5A7ACFFE
3964081,1940,194002,3878680,1.0,,8,1,3,1.0,1,13,1,100,0,0,18,1800,0,0.0,,,,,,,999,0,0,95F9569E-C653-45C9-B513-48F0E15DD7ED
2860866,1930,193004,3020063,1.0,,8,1,6,1.0,2,67,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,0C442553-5C00-4FE4-92C2-D49C5A0CE3D1
1299121,1910,191004,1668299,1.0,,8,1,2,1.0,1,29,1,100,0,0,434,43400,5,3.0,1.0,10.0,1000.0,1.0,1.0,10.0,650,216,24,9E0B081C-F7FC-4872-89C1-92891BD023DB
3706219,1940,194002,3799470,1.0,,8,1,3,1.0,2,7,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,B2453310-A1B3-4FDA-8F2B-683A0F937735
3705060,1940,194002,3799224,1.0,,8,1,1,1.0,1,45,1,100,0,0,25,2500,0,0.0,,,,,,,513,246,31,A97150B2-E118-4C16-B154-E58914CC9A37
326047,1900,190004,1086675,1.0,,8,1,4,1.0,1,7,1,100,0,0,31,3100,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,640C0C42-5EE5-439A-9960-08985E012EF6
1660628,1920,192003,2054542,1.0,,8,1,1,1.0,1,68,1,100,0,0,42,4200,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,FC3FAEC0-9EDF-489C-BF3B-090F3B8FB5F7
1223453,1910,191004,1649775,1.0,,8,1,4,1.0,2,16,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,14ECD6B0-AB94-49F0-8C2D-C22BBA5F0D39
2697802,1930,193004,2971701,1.0,,8,1,2,1.0,1,20,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,3230E690-7E0A-43CF-AB47-05DDC86E8DA9
52722,1880,188003,627068,1.0,,8,1,4,1.0,1,14,1,100,0,0,29,2900,1,,,,,,1.0,10.0,983,0,0,411247c2-90e0-4f46-bced-b350d990c82f
2752283,1930,193004,2987831,1.0,,8,1,2,1.0,2,34,1,100,0,0,20,2000,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,73789748-1945-4F5C-B440-4E760FFCDBB0
2923372,1930,193004,3041267,1.0,,8,1,3,1.0,1,5,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,834C5744-0D1D-4D06-A3E4-A1FFF247E3E8
638937,1900,190004,1162492,1.0,,8,1,3,1.0,2,7,1,100,0,0,35,3500,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,5DF94B08-C360-43AE-99C8-42FA09375AA5
1660235,1920,192003,2054446,1.0,,8,1,2,1.0,2,35,1,100,0,0,411,41100,5,2.0,2.0,,,2.0,1.0,10.0,999,0,0,D2A590DC-E997-4F7D-9F26-1E6EB2DD5CF9
2084848,1920,192003,2185126,1.0,,8,1,5,1.0,1,10,1,100,0,0,8,800,1,0.0,0.0,,,1.0,1.0,10.0,999,0,0,04694B13-CB8F-4645-9595-DA31078E4145
1874636,1920,192003,2121497,1.0,,8,4,14,1.0,1,41,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1.0,10.0,510,246,24,8191E9EC-017E-4D32-B5BF-BBC4A8D225B6
3294398,1930,193004,3141529,1.0,,8,1,7,1.0,2,9,1,100,0,0,6,600,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,610DD5DA-5118-4BCA-A45F-99E7FE1177EB
1094774,1910,191004,1615803,1.0,,8,1,4,1.0,2,7,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,B63F3A40-2659-4859-939D-E7A986AE742D
77261,1880,188003,632689,1.0,,8,1,6,1.0,1,20,1,100,0,0,42,4200,4,,,,,,1.0,10.0,820,105,9,55707343-e682-4121-abd6-70a13a7c00f8
2619467,1930,193004,2950980,1.0,,8,1,2,1.0,2,29,1,100,0,0,8,800,3,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,C4DA572A-EA42-4E33-923D-0A95CCE7531B
3067123,1930,193004,3083158,1.0,,8,1,1,1.0,1,48,1,100,0,0,426,42600,5,2.0,5.0,2.0,200.0,2.0,1.0,10.0,650,236,24,E2689253-FBF5-48D7-8193-38D65BA16928
1706192,1920,192003,2065958,1.0,,8,1,3,1.0,1,24,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,F6E4E9FD-D783-4D4E-8A54-701DD6B233D2
4262921,1940,194002,3966445,1.0,,8,1,4,1.0,2,0,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,2436828C-181E-4DA7-947B-4EE682888209
3713720,1940,194002,3801279,1.0,,8,1,1,1.0,1,32,1,100,0,0,19,1900,0,0.0,,,,,,,100,105,14,C91DF857-7F27-4B83-B48F-653C865538C4
1662344,1920,192003,2054983,1.0,,8,1,4,1.0,2,3,1,100,0,0,8,800,3,0.0,0.0,,,0.0,1.0,10.0,999,0,0,BAC44DBE-AF87-412E-8CFD-9604C76A5979
4360249,1940,194002,3993490,1.0,,8,1,1,1.0,1,41,1,100,0,0,465,46500,0,2.0,,,,,,,554,659,30,3677ED18-4485-47F4-ADED-B52ED9C7ED60
2969103,1930,193004,3053585,1.0,,8,1,3,1.0,2,24,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,490,646,24,DE90D16E-090B-4158-8B0A-34221506A774
3202319,1930,193004,3118589,1.0,,8,1,1,1.0,1,38,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,490,657,24,E06EDDA7-64EE-4A23-8B7A-EE9D5DF4CC68
2498624,1920,192003,2290016,1.0,,8,1,3,1.0,2,9,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,B3FEFD01-D530-4D08-A001-7CE3ADD9DD0B
3861394,1940,194002,3847527,1.0,,8,1,1,1.0,1,55,1,100,1,100,8,800,0,0.0,,,,,,,650,216,24,FB9CFCEA-1ADA-4CED-B1F5-F00458C4FD8D
4267452,1940,194002,3967892,1.0,,8,1,1,1.0,1,22,1,100,1,100,8,800,0,0.0,,,,,,,970,246,20,8BF3847D-EF25-4F05-B56F-793238533F13
1203240,1910,191004,1644130,1.0,,8,1,1,1.0,1,30,1,100,0,0,450,45000,5,3.0,1.0,1.0,100.0,2.0,1.0,10.0,650,216,24,019BDE1C-097F-406F-A765-D0020120EFE0
1289324,1910,191004,1666217,1.0,,8,4,10,1.0,1,30,1,100,0,0,411,41100,5,2.0,3.0,1.0,100.0,2.0,1.0,10.0,310,699,22,1909487C-02B3-46ED-B894-E65457B660E8
2569322,1930,193004,2937324,1.0,,8,1,4,1.0,1,18,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,244168D5-DAC0-481E-ACC9-C4AB91D0E2F6
2207521,1920,192003,2214986,1.0,,8,1,9,1.0,2,25,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,1BA18D4A-AF96-459E-865E-029AACB9BFF0
3350091,1930,193004,3155587,1.0,,8,1,2,1.0,2,34,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,85EDCD6D-8EA0-4EC5-8867-4DFA7298C2DE
582294,1900,190004,1149324,1.0,,8,1,5,1.0,2,11,1,100,0,0,55,5500,1,0.0,0.0,,,2.0,1.0,10.0,983,0,0,44E107CA-CF69-45D2-8081-B72A1C8E0BD1
1328291,1910,191004,1675342,1.0,,8,1,1,1.0,1,27,1,100,0,0,45,4500,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,A2D8022B-A4F6-409F-A76E-6965AF264ADD
355336,1900,190004,1094116,1.0,,8,1,2,1.0,2,32,1,100,0,0,8,800,1,0.0,0.0,,,1.0,1.0,10.0,999,0,0,E263614C-AA54-44E7-8931-4B11A23A00B7
2554266,1930,193004,2932974,1.0,,8,1,1,1.0,1,24,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,550,816,27,2B06862C-41C6-48F3-AD1A-009D0AE3A88B
1311447,1910,191004,1671150,1.0,,8,1,1,1.0,1,48,1,100,0,0,18,1800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,583,0,36,027C106C-C161-4810-90A0-024953091980
2275566,1920,192003,2231977,1.0,,8,1,2,1.0,2,42,1,100,0,0,42,4200,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,5CBE22F6-18BF-4AF2-B0AC-5FBF165ABAF6
2212916,1920,192003,2216534,1.0,,8,1,6,1.0,2,7,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,F3118AC6-6A6A-474C-B85F-C0C76AD3D084
2656433,1930,193004,2960508,1.0,,8,4,3,1.0,2,46,1,100,0,0,17,1700,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,290,679,42,9A8E9C34-6CC8-4A1E-8C78-2B66EB6C5810
1937026,1920,192003,2143741,1.0,,8,1,3,1.0,1,28,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,290,979,42,1D9C8924-8DFC-4F3C-AB88-F27A4A194FF8
959778,1910,191004,1578929,1.0,,8,1,5,1.0,2,16,1,100,0,0,8,800,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,9EB86E14-E825-4704-AE0F-8D1C9EC24CAC
718013,1900,190004,1182606,1.0,,8,4,6,1.0,1,37,1,100,0,0,55,5500,4,0.0,0.0,,,2.0,1.0,10.0,650,206,24,F2DF3064-20C8-45D3-87F7-EBC2E3FBB1A3
2905294,1930,193004,3036050,1.0,,8,4,1,1.0,1,38,1,100,0,0,30,3000,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,970,506,20,C7FFFA0A-C717-4B02-8B92-FB61B37BA11B
1294162,1910,191004,1667236,1.0,,8,1,3,1.0,1,18,1,100,0,0,434,43400,5,0.0,3.0,1.0,100.0,2.0,1.0,10.0,999,0,0,CB2765BE-9CE7-4E37-8009-51252C084FEA
3229141,1930,193004,3125309,1.0,,8,1,1,1.0,1,53,1,100,0,0,465,46500,5,4.0,5.0,2.0,200.0,0.0,1.0,10.0,100,105,14,651C893E-78EA-4CE1-8FCD-5F222E0D8F97
2451128,1920,192003,2278884,1.0,,8,1,1,1.0,1,49,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,36F8600E-C991-4B6B-A56C-2A6E3E1E746A
1797289,1920,192003,2091955,1.0,,8,1,2,1.0,1,21,1,100,0,0,8,800,3,0.0,0.0,,,2.0,1.0,10.0,310,476,22,296BC6A7-F163-4BC7-80D7-5F4CFCFC3670
1013594,1910,191004,1593933,1.0,,8,1,3,1.0,2,3,1,100,0,0,20,2000,3,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,3959EBEC-FC91-4E7C-B74F-54E19D36BE8E
633981,1900,190004,1161457,1.0,,8,1,3,1.0,2,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,0FFF914C-2113-4571-A611-1E4785C6FA8F
4365721,1940,194002,3995192,1.0,,8,1,3,1.0,2,18,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,1F01A82B-5AB8-482D-8123-45E9E6460B53
2384737,1920,192003,2260995,1.0,,8,1,1,1.0,1,38,1,100,0,0,35,3500,1,0.0,0.0,,,2.0,1.0,10.0,970,336,20,6AD5F234-45CA-4BFB-811E-E547DBAA9507
1894945,1920,192003,2130724,1.0,,8,1,5,1.0,1,9,2,200,0,0,8,800,1,0.0,0.0,,,0.0,2.0,20.0,999,0,0,5AF20995-A446-4716-993E-EC7F9C4BCC43
3300922,1930,193004,3143141,1.0,,8,1,2,1.0,2,13,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,0D7D9AC2-40E2-4550-A7B6-9AB35CF8047B
2008587,1920,192003,2164250,1.0,,8,1,1,1.0,1,50,1,100,0,0,18,1800,3,0.0,0.0,,,2.0,1.0,10.0,999,0,0,4292BFB9-8C9A-4CBB-AA62-89285A0C3056
3263219,1930,193004,3133320,1.0,,8,1,8,1.0,2,1,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,E1F88875-8BCB-46AF-89EE-DAAAD690BDF8
4560344,1940,194002,4058547,1.0,,8,1,1,1.0,2,34,1,100,0,0,26,2600,0,0.0,,,,,,,341,338,23,CDD37F14-C815-4880-9F37-BFC1852B5A35
4128293,1940,194002,3923812,1.0,,8,1,2,1.0,2,26,1,100,1,100,8,800,0,0.0,,,,,,,999,0,0,6A3AA11C-E155-4ECB-8D80-1065A6BB44BF
3771970,1940,194002,3819211,1.0,,8,1,3,1.0,1,12,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,851F2B74-EA26-4BF2-9E25-C48ADC5B90AF
1630538,1920,192003,2046741,1.0,,8,1,5,1.0,1,9,1,100,0,0,42,4200,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,05E87581-09F4-435B-A859-4FBF3DE48419
3069558,1930,193004,3083888,1.0,,8,1,4,1.0,2,16,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,90EF2825-3975-4BC1-A6A7-9AE185349F26
