,Location,Year,Prisoners,Region
729,Montana,1880,0,Rocky Mountain (US)
730,Montana,1882,0,Rocky Mountain (US)
731,Montana,1884,0,Rocky Mountain (US)
732,Montana,1886,1,Rocky Mountain (US)
733,Montana,1888,0,Rocky Mountain (US)
734,Montana,1890,0,Rocky Mountain (US)
735,Montana,1892,0,Rocky Mountain (US)
736,Montana,1896,0,Rocky Mountain (US)
737,Montana,1900,1,Rocky Mountain (US)
738,Montana,1902,2,Rocky Mountain (US)
739,Montana,1906,1,Rocky Mountain (US)
740,Montana,1908,1,Rocky Mountain (US)
741,Montana,1912,3,Rocky Mountain (US)
742,Montana,1914,1,Rocky Mountain (US)
743,Montana,1916,2,Rocky Mountain (US)
744,Montana,1918,3,Rocky Mountain (US)
745,Montana,1920,3,Rocky Mountain (US)
746,Montana,1922,5,Rocky Mountain (US)
747,Montana,1924,3,Rocky Mountain (US)
748,Montana,1926,5,Rocky Mountain (US)
749,Montana,1928,1,Rocky Mountain (US)
750,Montana,1930,1,Rocky Mountain (US)
751,Montana,1932,5,Rocky Mountain (US)
752,Montana,1934,6,Rocky Mountain (US)
753,Montana,1936,7,Rocky Mountain (US)
754,Montana,1938,7,Rocky Mountain (US)
755,Montana,1940,6,Rocky Mountain (US)
756,Nebraska,1878,1,Plains (US)
757,Nebraska,1880,1,Plains (US)
758,Nebraska,1882,1,Plains (US)
759,Nebraska,1884,2,Plains (US)
760,Nebraska,1886,0,Plains (US)
761,Nebraska,1888,1,Plains (US)
762,Nebraska,1890,11,Plains (US)
763,Nebraska,1892,13,Plains (US)
764,Nebraska,1896,4,Plains (US)
765,Nebraska,1900,4,Plains (US)
766,Nebraska,1902,6,Plains (US)
767,Nebraska,1906,9,Plains (US)
768,Nebraska,1908,9,Plains (US)
769,Nebraska,1912,17,Plains (US)
770,Nebraska,1914,10,Plains (US)
771,Nebraska,1916,12,Plains (US)
772,Nebraska,1918,10,Plains (US)
773,Nebraska,1920,12,Plains (US)
774,Nebraska,1922,26,Plains (US)
775,Nebraska,1924,24,Plains (US)
776,Nebraska,1926,34,Plains (US)
777,Nebraska,1928,46,Plains (US)
778,Nebraska,1930,40,Plains (US)
779,Nebraska,1932,40,Plains (US)
780,Nebraska,1934,58,Plains (US)
781,Nebraska,1936,57,Plains (US)
782,Nebraska,1938,62,Plains (US)
783,Nebraska,1940,61,Plains (US)
784,Nevada,1878,0,Far West (US)
785,Nevada,1880,0,Far West (US)
786,Nevada,1882,0,Far West (US)
787,Nevada,1884,0,Far West (US)
788,Nevada,1886,0,Far West (US)
789,Nevada,1888,1,Far West (US)
790,Nevada,1890,0,Far West (US)
791,Nevada,1892,2,Far West (US)
792,Nevada,1896,0,Far West (US)
793,Nevada,1900,0,Far West (US)
794,Nevada,1902,0,Far West (US)
795,Nevada,1906,0,Far West (US)
796,Nevada,1908,0,Far West (US)
797,Nevada,1912,0,Far West (US)
798,Nevada,1914,1,Far West (US)
799,Nevada,1916,1,Far West (US)
800,Nevada,1918,0,Far West (US)
801,Nevada,1920,0,Far West (US)
802,Nevada,1922,1,Far West (US)
803,Nevada,1924,1,Far West (US)
804,Nevada,1926,1,Far West (US)
805,Nevada,1928,1,Far West (US)
806,Nevada,1930,2,Far West (US)
807,Nevada,1932,2,Far West (US)
808,Nevada,1934,1,Far West (US)
809,Nevada,1936,1,Far West (US)
810,Nevada,1938,0,Far West (US)
811,Nevada,1940,0,Far West (US)
812,New Hampshire,1878,0,New England (US)
813,New Hampshire,1880,0,New England (US)
814,New Hampshire,1882,0,New England (US)
815,New Hampshire,1884,2,New England (US)
816,New Hampshire,1886,1,New England (US)
817,New Hampshire,1888,1,New England (US)
818,New Hampshire,1890,0,New England (US)
819,New Hampshire,1892,0,New England (US)
820,New Hampshire,1896,0,New England (US)
821,New Hampshire,1900,0,New England (US)
822,New Hampshire,1902,5,New England (US)
823,New Hampshire,1906,0,New England (US)
824,New Hampshire,1908,0,New England (US)
825,New Hampshire,1912,0,New England (US)
826,New Hampshire,1914,2,New England (US)
827,New Hampshire,1916,1,New England (US)
828,New Hampshire,1918,0,New England (US)
829,New Hampshire,1920,1,New England (US)
830,New Hampshire,1922,0,New England (US)
831,New Hampshire,1924,1,New England (US)
832,New Hampshire,1926,1,New England (US)
833,New Hampshire,1928,0,New England (US)
834,New Hampshire,1930,0,New England (US)
835,New Hampshire,1932,0,New England (US)
836,New Hampshire,1934,1,New England (US)
837,New Hampshire,1936,0,New England (US)
838,New Hampshire,1938,0,New England (US)
839,New Hampshire,1940,0,New England (US)
840,New Jersey,1878,0,Mideast (US)
841,New Jersey,1880,2,Mideast (US)
842,New Jersey,1882,1,Mideast (US)
843,New Jersey,1884,0,Mideast (US)
844,New Jersey,1886,1,Mideast (US)
845,New Jersey,1888,7,Mideast (US)
846,New Jersey,1890,11,Mideast (US)
847,New Jersey,1892,11,Mideast (US)
848,New Jersey,1896,8,Mideast (US)
849,New Jersey,1900,4,Mideast (US)
850,New Jersey,1902,2,Mideast (US)
851,New Jersey,1906,3,Mideast (US)
852,New Jersey,1908,3,Mideast (US)
853,New Jersey,1912,2,Mideast (US)
854,New Jersey,1914,4,Mideast (US)
855,New Jersey,1916,5,Mideast (US)
856,New Jersey,1918,4,Mideast (US)
857,New Jersey,1920,4,Mideast (US)
858,New Jersey,1922,1,Mideast (US)
859,New Jersey,1924,5,Mideast (US)
860,New Jersey,1926,4,Mideast (US)
861,New Jersey,1928,3,Mideast (US)
862,New Jersey,1930,0,Mideast (US)
863,New Jersey,1932,4,Mideast (US)
864,New Jersey,1934,5,Mideast (US)
865,New Jersey,1936,1,Mideast (US)
866,New Jersey,1938,4,Mideast (US)
867,New Jersey,1940,2,Mideast (US)
868,New Mexico,1878,3,Southwest (US)
869,New Mexico,1880,2,Southwest (US)
870,New Mexico,1882,7,Southwest (US)
871,New Mexico,1884,10,Southwest (US)
872,New Mexico,1886,5,Southwest (US)
873,New Mexico,1888,3,Southwest (US)
874,New Mexico,1890,11,Southwest (US)
875,New Mexico,1892,7,Southwest (US)
876,New Mexico,1896,4,Southwest (US)
877,New Mexico,1900,10,Southwest (US)
878,New Mexico,1902,10,Southwest (US)
879,New Mexico,1906,13,Southwest (US)
880,New Mexico,1908,17,Southwest (US)
881,New Mexico,1912,17,Southwest (US)
882,New Mexico,1914,14,Southwest (US)
883,New Mexico,1916,25,Southwest (US)
884,New Mexico,1918,18,Southwest (US)
885,New Mexico,1920,20,Southwest (US)
886,New Mexico,1922,32,Southwest (US)
887,New Mexico,1924,30,Southwest (US)
888,New Mexico,1926,49,Southwest (US)
889,New Mexico,1928,54,Southwest (US)
890,New Mexico,1930,65,Southwest (US)
891,New Mexico,1932,65,Southwest (US)
892,New Mexico,1934,97,Southwest (US)
893,New Mexico,1936,68,Southwest (US)
894,New Mexico,1938,85,Southwest (US)
895,New Mexico,1940,99,Southwest (US)
896,New York,1878,20,Mideast (US)
897,New York,1880,36,Mideast (US)
898,New York,1882,51,Mideast (US)
899,New York,1884,50,Mideast (US)
900,New York,1886,41,Mideast (US)
901,New York,1888,55,Mideast (US)
902,New York,1890,58,Mideast (US)
903,New York,1892,81,Mideast (US)
904,New York,1896,53,Mideast (US)
905,New York,1900,28,Mideast (US)
906,New York,1902,32,Mideast (US)
907,New York,1906,29,Mideast (US)
908,New York,1908,29,Mideast (US)
909,New York,1912,34,Mideast (US)
910,New York,1914,30,Mideast (US)
911,New York,1916,36,Mideast (US)
912,New York,1918,18,Mideast (US)
913,New York,1920,16,Mideast (US)
914,New York,1922,24,Mideast (US)
915,New York,1924,30,Mideast (US)
916,New York,1926,26,Mideast (US)
917,New York,1928,29,Mideast (US)
918,New York,1930,29,Mideast (US)
919,New York,1932,30,Mideast (US)
920,New York,1934,23,Mideast (US)
921,New York,1936,23,Mideast (US)
922,New York,1938,23,Mideast (US)
923,New York,1940,25,Mideast (US)
924,North Carolina,1878,1,Southeast (US)
925,North Carolina,1880,1,Southeast (US)
926,North Carolina,1882,3,Southeast (US)
927,North Carolina,1884,1,Southeast (US)
928,North Carolina,1886,1,Southeast (US)
929,North Carolina,1888,3,Southeast (US)
930,North Carolina,1890,0,Southeast (US)
931,North Carolina,1892,3,Southeast (US)
932,North Carolina,1896,3,Southeast (US)
933,North Carolina,1900,0,Southeast (US)
934,North Carolina,1902,4,Southeast (US)
935,North Carolina,1906,0,Southeast (US)
936,North Carolina,1908,6,Southeast (US)
937,North Carolina,1912,2,Southeast (US)
938,North Carolina,1914,6,Southeast (US)
939,North Carolina,1916,3,Southeast (US)
940,North Carolina,1918,4,Southeast (US)
941,North Carolina,1920,2,Southeast (US)
942,North Carolina,1922,2,Southeast (US)
943,North Carolina,1924,3,Southeast (US)
944,North Carolina,1926,6,Southeast (US)
945,North Carolina,1928,8,Southeast (US)
946,North Carolina,1930,5,Southeast (US)
947,North Carolina,1932,11,Southeast (US)
948,North Carolina,1934,8,Southeast (US)
949,North Carolina,1936,3,Southeast (US)
950,North Carolina,1938,1,Southeast (US)
951,North Carolina,1940,7,Southeast (US)
952,North Dakota,1878,0,Plains (US)
953,North Dakota,1880,0,Plains (US)
954,North Dakota,1882,0,Plains (US)
955,North Dakota,1884,0,Plains (US)
956,North Dakota,1886,0,Plains (US)
957,North Dakota,1888,0,Plains (US)
958,North Dakota,1890,0,Plains (US)
959,North Dakota,1892,0,Plains (US)
960,North Dakota,1896,0,Plains (US)
961,North Dakota,1900,0,Plains (US)
962,North Dakota,1902,0,Plains (US)
963,North Dakota,1906,0,Plains (US)
964,North Dakota,1908,0,Plains (US)
965,North Dakota,1912,0,Plains (US)
966,North Dakota,1914,0,Plains (US)
967,North Dakota,1916,0,Plains (US)
968,North Dakota,1918,1,Plains (US)
969,North Dakota,1920,0,Plains (US)
970,North Dakota,1922,2,Plains (US)
971,North Dakota,1924,2,Plains (US)
972,North Dakota,1926,1,Plains (US)
973,North Dakota,1928,3,Plains (US)
974,North Dakota,1930,1,Plains (US)
975,North Dakota,1932,5,Plains (US)
976,North Dakota,1934,3,Plains (US)
977,North Dakota,1936,1,Plains (US)
978,North Dakota,1938,1,Plains (US)
979,North Dakota,1940,2,Plains (US)
980,Ohio,1878,8,Great Lakes (US)
981,Ohio,1880,14,Great Lakes (US)
982,Ohio,1882,21,Great Lakes (US)
983,Ohio,1884,24,Great Lakes (US)
984,Ohio,1886,20,Great Lakes (US)
985,Ohio,1888,21,Great Lakes (US)
986,Ohio,1890,36,Great Lakes (US)
987,Ohio,1892,49,Great Lakes (US)
988,Ohio,1896,27,Great Lakes (US)
989,Ohio,1900,20,Great Lakes (US)
990,Ohio,1902,20,Great Lakes (US)
991,Ohio,1906,29,Great Lakes (US)
992,Ohio,1908,26,Great Lakes (US)
993,Ohio,1912,22,Great Lakes (US)
994,Ohio,1914,30,Great Lakes (US)
995,Ohio,1916,18,Great Lakes (US)
996,Ohio,1918,11,Great Lakes (US)
997,Ohio,1920,9,Great Lakes (US)
998,Ohio,1922,24,Great Lakes (US)
999,Ohio,1924,27,Great Lakes (US)
1000,Ohio,1926,21,Great Lakes (US)
1001,Ohio,1928,28,Great Lakes (US)
1002,Ohio,1930,24,Great Lakes (US)
1003,Ohio,1932,30,Great Lakes (US)
1004,Ohio,1934,26,Great Lakes (US)
1005,Ohio,1936,27,Great Lakes (US)
1006,Ohio,1938,25,Great Lakes (US)
1007,Ohio,1940,17,Great Lakes (US)
1008,Oklahoma,1878,0,Southwest (US)
1009,Oklahoma,1880,0,Southwest (US)
1010,Oklahoma,1882,0,Southwest (US)
1011,Oklahoma,1884,0,Southwest (US)
1012,Oklahoma,1886,0,Southwest (US)
1013,Oklahoma,1888,0,Southwest (US)
1014,Oklahoma,1890,0,Southwest (US)
1015,Oklahoma,1892,0,Southwest (US)
1016,Oklahoma,1896,0,Southwest (US)
1017,Oklahoma,1900,0,Southwest (US)
1018,Oklahoma,1902,0,Southwest (US)
1019,Oklahoma,1906,0,Southwest (US)
1020,Oklahoma,1908,2,Southwest (US)
1021,Oklahoma,1912,8,Southwest (US)
1022,Oklahoma,1914,3,Southwest (US)
1023,Oklahoma,1916,11,Southwest (US)
1024,Oklahoma,1918,3,Southwest (US)
1025,Oklahoma,1920,11,Southwest (US)
1026,Oklahoma,1922,21,Southwest (US)
1027,Oklahoma,1924,23,Southwest (US)
1028,Oklahoma,1926,24,Southwest (US)
1029,Oklahoma,1928,41,Southwest (US)
1030,Oklahoma,1930,35,Southwest (US)
1031,Oklahoma,1932,60,Southwest (US)
1032,Oklahoma,1934,55,Southwest (US)
1033,Oklahoma,1936,48,Southwest (US)
1034,Oklahoma,1938,77,Southwest (US)
1035,Oklahoma,1940,74,Southwest (US)
1036,Oregon,1878,0,Far West (US)
1037,Oregon,1880,0,Far West (US)
1038,Oregon,1882,0,Far West (US)
1039,Oregon,1884,1,Far West (US)
1040,Oregon,1886,0,Far West (US)
1041,Oregon,1888,0,Far West (US)
1042,Oregon,1890,1,Far West (US)
1043,Oregon,1892,2,Far West (US)
1044,Oregon,1896,1,Far West (US)
1045,Oregon,1900,2,Far West (US)
1046,Oregon,1902,1,Far West (US)
1047,Oregon,1906,0,Far West (US)
1048,Oregon,1908,0,Far West (US)
1049,Oregon,1912,2,Far West (US)
1050,Oregon,1914,2,Far West (US)
1051,Oregon,1916,5,Far West (US)
1052,Oregon,1918,0,Far West (US)
1053,Oregon,1920,3,Far West (US)
1054,Oregon,1922,5,Far West (US)
1055,Oregon,1924,0,Far West (US)
1056,Oregon,1926,4,Far West (US)
1057,Oregon,1928,2,Far West (US)
1058,Oregon,1930,1,Far West (US)
1059,Oregon,1932,2,Far West (US)
1060,Oregon,1934,3,Far West (US)
1061,Oregon,1936,7,Far West (US)
1062,Oregon,1938,3,Far West (US)
1063,Oregon,1940,0,Far West (US)
1064,Pennsylvania,1878,6,Mideast (US)
1065,Pennsylvania,1880,23,Mideast (US)
1066,Pennsylvania,1882,24,Mideast (US)
1067,Pennsylvania,1884,20,Mideast (US)
1068,Pennsylvania,1886,27,Mideast (US)
1069,Pennsylvania,1888,29,Mideast (US)
1070,Pennsylvania,1890,42,Mideast (US)
1071,Pennsylvania,1892,52,Mideast (US)
1072,Pennsylvania,1896,29,Mideast (US)
1073,Pennsylvania,1900,11,Mideast (US)
1074,Pennsylvania,1902,32,Mideast (US)
1075,Pennsylvania,1906,23,Mideast (US)
1076,Pennsylvania,1908,20,Mideast (US)
1077,Pennsylvania,1912,35,Mideast (US)
1078,Pennsylvania,1914,39,Mideast (US)
1079,Pennsylvania,1916,23,Mideast (US)
1080,Pennsylvania,1918,11,Mideast (US)
1081,Pennsylvania,1920,8,Mideast (US)
1082,Pennsylvania,1922,20,Mideast (US)
1083,Pennsylvania,1924,19,Mideast (US)
1084,Pennsylvania,1926,24,Mideast (US)
1085,Pennsylvania,1928,28,Mideast (US)
1086,Pennsylvania,1930,22,Mideast (US)
1087,Pennsylvania,1932,26,Mideast (US)
1088,Pennsylvania,1934,33,Mideast (US)
1089,Pennsylvania,1936,18,Mideast (US)
1090,Pennsylvania,1938,25,Mideast (US)
1091,Pennsylvania,1940,18,Mideast (US)
1092,Rhode Island,1878,0,New England (US)
1093,Rhode Island,1880,1,New England (US)
1094,Rhode Island,1882,3,New England (US)
1095,Rhode Island,1884,5,New England (US)
1096,Rhode Island,1886,1,New England (US)
1097,Rhode Island,1888,1,New England (US)
1098,Rhode Island,1890,3,New England (US)
1099,Rhode Island,1892,1,New England (US)
1100,Rhode Island,1896,1,New England (US)
1101,Rhode Island,1900,1,New England (US)
1102,Rhode Island,1902,0,New England (US)
1103,Rhode Island,1906,1,New England (US)
1104,Rhode Island,1908,1,New England (US)
1105,Rhode Island,1912,0,New England (US)
1106,Rhode Island,1914,3,New England (US)
1107,Rhode Island,1916,0,New England (US)
1108,Rhode Island,1918,0,New England (US)
1109,Rhode Island,1920,1,New England (US)
1110,Rhode Island,1922,0,New England (US)
1111,Rhode Island,1924,1,New England (US)
1112,Rhode Island,1926,1,New England (US)
1113,Rhode Island,1928,1,New England (US)
1114,Rhode Island,1930,3,New England (US)
1115,Rhode Island,1932,2,New England (US)
1116,Rhode Island,1934,1,New England (US)
1117,Rhode Island,1936,1,New England (US)
1118,Rhode Island,1938,0,New England (US)
1119,Rhode Island,1940,2,New England (US)
1120,South Carolina,1878,0,Southeast (US)
1121,South Carolina,1880,1,Southeast (US)
1122,South Carolina,1882,1,Southeast (US)
1123,South Carolina,1884,1,Southeast (US)
1124,South Carolina,1886,1,Southeast (US)
1125,South Carolina,1888,1,Southeast (US)
1126,South Carolina,1890,2,Southeast (US)
1127,South Carolina,1892,0,Southeast (US)
1128,South Carolina,1896,0,Southeast (US)
1129,South Carolina,1900,1,Southeast (US)
1130,South Carolina,1902,2,Southeast (US)
1131,South Carolina,1906,0,Southeast (US)
1132,South Carolina,1908,0,Southeast (US)
1133,South Carolina,1912,1,Southeast (US)
1134,South Carolina,1914,1,Southeast (US)
1135,South Carolina,1916,0,Southeast (US)
1136,South Carolina,1918,0,Southeast (US)
1137,South Carolina,1920,0,Southeast (US)
1138,South Carolina,1922,1,Southeast (US)
1139,South Carolina,1924,2,Southeast (US)
1140,South Carolina,1926,2,Southeast (US)
1141,South Carolina,1928,0,Southeast (US)
1142,South Carolina,1930,0,Southeast (US)
1143,South Carolina,1932,0,Southeast (US)
1144,South Carolina,1934,1,Southeast (US)
1145,South Carolina,1936,2,Southeast (US)
1146,South Carolina,1938,6,Southeast (US)
1147,South Carolina,1940,3,Southeast (US)
1148,South Dakota,1878,0,Plains (US)
1149,South Dakota,1880,0,Plains (US)
1150,South Dakota,1882,0,Plains (US)
1151,South Dakota,1884,0,Plains (US)
1152,South Dakota,1886,0,Plains (US)
1153,South Dakota,1888,0,Plains (US)
1154,South Dakota,1890,0,Plains (US)
1155,South Dakota,1892,0,Plains (US)
1156,South Dakota,1896,0,Plains (US)
1157,South Dakota,1900,0,Plains (US)
1158,South Dakota,1902,0,Plains (US)
1159,South Dakota,1906,6,Plains (US)
1160,South Dakota,1908,0,Plains (US)
1161,South Dakota,1912,1,Plains (US)
1162,South Dakota,1914,2,Plains (US)
1163,South Dakota,1916,6,Plains (US)
1164,South Dakota,1918,0,Plains (US)
1165,South Dakota,1920,1,Plains (US)
1166,South Dakota,1922,0,Plains (US)
1167,South Dakota,1924,2,Plains (US)
1168,South Dakota,1926,4,Plains (US)
1169,South Dakota,1928,7,Plains (US)
1170,South Dakota,1930,8,Plains (US)
1171,South Dakota,1932,7,Plains (US)
1172,South Dakota,1934,5,Plains (US)
1173,South Dakota,1936,6,Plains (US)
1174,South Dakota,1938,0,Plains (US)
1175,South Dakota,1940,7,Plains (US)
1176,Tennessee,1878,1,Southeast (US)
1177,Tennessee,1880,2,Southeast (US)
1178,Tennessee,1882,2,Southeast (US)
1179,Tennessee,1884,4,Southeast (US)
1180,Tennessee,1886,6,Southeast (US)
1181,Tennessee,1888,7,Southeast (US)
1182,Tennessee,1890,8,Southeast (US)
1183,Tennessee,1892,8,Southeast (US)
1184,Tennessee,1896,7,Southeast (US)
1185,Tennessee,1900,7,Southeast (US)
1186,Tennessee,1902,13,Southeast (US)
1187,Tennessee,1906,13,Southeast (US)
1188,Tennessee,1908,17,Southeast (US)
1189,Tennessee,1912,15,Southeast (US)
1190,Tennessee,1914,15,Southeast (US)
1191,Tennessee,1916,12,Southeast (US)
1192,Tennessee,1918,10,Southeast (US)
1193,Tennessee,1920,7,Southeast (US)
1194,Tennessee,1922,13,Southeast (US)
1195,Tennessee,1924,10,Southeast (US)
1196,Tennessee,1926,13,Southeast (US)
1197,Tennessee,1928,12,Southeast (US)
1198,Tennessee,1930,8,Southeast (US)
1199,Tennessee,1932,18,Southeast (US)
1200,Tennessee,1934,15,Southeast (US)
1201,Tennessee,1936,13,Southeast (US)
1202,Tennessee,1938,13,Southeast (US)
1203,Tennessee,1940,18,Southeast (US)
1204,Texas,1878,1,Southwest (US)
1205,Texas,1880,4,Southwest (US)
1206,Texas,1882,4,Southwest (US)
1207,Texas,1884,6,Southwest (US)
1208,Texas,1886,8,Southwest (US)
1209,Texas,1888,6,Southwest (US)
1210,Texas,1890,18,Southwest (US)
1211,Texas,1892,8,Southwest (US)
1212,Texas,1896,20,Southwest (US)
1213,Texas,1900,4,Southwest (US)
1214,Texas,1902,11,Southwest (US)
1215,Texas,1906,15,Southwest (US)
1216,Texas,1908,12,Southwest (US)
1217,Texas,1912,26,Southwest (US)
1218,Texas,1914,35,Southwest (US)
1219,Texas,1916,24,Southwest (US)
1220,Texas,1918,13,Southwest (US)
1221,Texas,1920,16,Southwest (US)
1222,Texas,1922,39,Southwest (US)
1223,Texas,1924,46,Southwest (US)
1224,Texas,1926,47,Southwest (US)
1225,Texas,1928,52,Southwest (US)
1226,Texas,1930,37,Southwest (US)
1227,Texas,1932,49,Southwest (US)
1228,Texas,1934,53,Southwest (US)
1229,Texas,1936,63,Southwest (US)
1230,Texas,1938,66,Southwest (US)
1231,Texas,1940,43,Southwest (US)
1232,Utah,1878,0,Rocky Mountain (US)
1233,Utah,1880,0,Rocky Mountain (US)
1234,Utah,1882,1,Rocky Mountain (US)
1235,Utah,1884,1,Rocky Mountain (US)
1236,Utah,1886,1,Rocky Mountain (US)
1237,Utah,1888,0,Rocky Mountain (US)
1238,Utah,1890,1,Rocky Mountain (US)
1239,Utah,1892,2,Rocky Mountain (US)
1240,Utah,1896,1,Rocky Mountain (US)
1241,Utah,1900,0,Rocky Mountain (US)
1242,Utah,1902,2,Rocky Mountain (US)
1243,Utah,1906,0,Rocky Mountain (US)
1244,Utah,1908,2,Rocky Mountain (US)
1245,Utah,1912,0,Rocky Mountain (US)
1246,Utah,1914,3,Rocky Mountain (US)
1247,Utah,1916,1,Rocky Mountain (US)
1248,Utah,1918,1,Rocky Mountain (US)
1249,Utah,1920,4,Rocky Mountain (US)
1250,Utah,1922,5,Rocky Mountain (US)
1251,Utah,1924,3,Rocky Mountain (US)
1252,Utah,1926,4,Rocky Mountain (US)
1253,Utah,1928,3,Rocky Mountain (US)
1254,Utah,1930,5,Rocky Mountain (US)
1255,Utah,1932,5,Rocky Mountain (US)
1256,Utah,1934,9,Rocky Mountain (US)
1257,Utah,1936,4,Rocky Mountain (US)
1258,Utah,1938,6,Rocky Mountain (US)
1259,Utah,1940,10,Rocky Mountain (US)
1260,Vermont,1878,1,New England (US)
1261,Vermont,1880,3,New England (US)
1262,Vermont,1882,5,New England (US)
1263,Vermont,1884,1,New England (US)
1264,Vermont,1886,1,New England (US)
1265,Vermont,1888,1,New England (US)
1266,Vermont,1890,2,New England (US)
1267,Vermont,1892,4,New England (US)
1268,Vermont,1896,3,New England (US)
1269,Vermont,1900,2,New England (US)
1270,Vermont,1902,2,New England (US)
1271,Vermont,1906,2,New England (US)
1272,Vermont,1908,1,New England (US)
1273,Vermont,1912,0,New England (US)
1274,Vermont,1914,3,New England (US)
1275,Vermont,1916,0,New England (US)
1276,Vermont,1918,3,New England (US)
1277,Vermont,1920,1,New England (US)
1278,Vermont,1922,1,New England (US)
1279,Vermont,1924,1,New England (US)
1280,Vermont,1926,1,New England (US)
1281,Vermont,1928,1,New England (US)
1282,Vermont,1930,3,New England (US)
1283,Vermont,1932,1,New England (US)
1284,Vermont,1934,0,New England (US)
1285,Vermont,1936,1,New England (US)
1286,Vermont,1938,1,New England (US)
1287,Vermont,1940,1,New England (US)
1288,Virginia,1878,2,Southeast (US)
1289,Virginia,1880,3,Southeast (US)
1290,Virginia,1882,4,Southeast (US)
1291,Virginia,1884,7,Southeast (US)
1292,Virginia,1886,5,Southeast (US)
1293,Virginia,1888,4,Southeast (US)
1294,Virginia,1890,8,Southeast (US)
1295,Virginia,1892,9,Southeast (US)
1296,Virginia,1896,6,Southeast (US)
1297,Virginia,1900,5,Southeast (US)
1298,Virginia,1902,1,Southeast (US)
1299,Virginia,1906,5,Southeast (US)
1300,Virginia,1908,10,Southeast (US)
1301,Virginia,1912,8,Southeast (US)
1302,Virginia,1914,9,Southeast (US)
1303,Virginia,1916,9,Southeast (US)
1304,Virginia,1918,7,Southeast (US)
1305,Virginia,1920,2,Southeast (US)
1306,Virginia,1922,5,Southeast (US)
1307,Virginia,1924,7,Southeast (US)
1308,Virginia,1926,7,Southeast (US)
1309,Virginia,1928,8,Southeast (US)
1310,Virginia,1930,3,Southeast (US)
1311,Virginia,1932,9,Southeast (US)
1312,Virginia,1934,9,Southeast (US)
1313,Virginia,1936,2,Southeast (US)
1314,Virginia,1938,11,Southeast (US)
1315,Virginia,1940,5,Southeast (US)
1316,Washington,1878,0,Far West (US)
1317,Washington,1880,0,Far West (US)
1318,Washington,1882,0,Far West (US)
1319,Washington,1884,0,Far West (US)
1320,Washington,1886,0,Far West (US)
1321,Washington,1888,0,Far West (US)
1322,Washington,1890,0,Far West (US)
1323,Washington,1892,0,Far West (US)
1324,Washington,1896,0,Far West (US)
1325,Washington,1900,0,Far West (US)
1326,Washington,1902,1,Far West (US)
1327,Washington,1906,2,Far West (US)
1328,Washington,1908,1,Far West (US)
1329,Washington,1912,1,Far West (US)
1330,Washington,1914,5,Far West (US)
1331,Washington,1916,2,Far West (US)
1332,Washington,1918,0,Far West (US)
1333,Washington,1920,4,Far West (US)
1334,Washington,1922,0,Far West (US)
1335,Washington,1924,1,Far West (US)
1336,Washington,1926,5,Far West (US)
1337,Washington,1928,1,Far West (US)
1338,Washington,1930,4,Far West (US)
1339,Washington,1932,6,Far West (US)
1340,Washington,1934,6,Far West (US)
1341,Washington,1936,1,Far West (US)
1342,Washington,1938,3,Far West (US)
1343,Washington,1940,7,Far West (US)
1344,West Virginia,1878,0,Southeast (US)
1345,West Virginia,1880,0,Southeast (US)
1346,West Virginia,1882,1,Southeast (US)
1347,West Virginia,1884,3,Southeast (US)
1348,West Virginia,1886,1,Southeast (US)
1349,West Virginia,1888,0,Southeast (US)
1350,West Virginia,1890,4,Southeast (US)
1351,West Virginia,1892,7,Southeast (US)
1352,West Virginia,1896,1,Southeast (US)
1353,West Virginia,1900,2,Southeast (US)
1354,West Virginia,1902,6,Southeast (US)
1355,West Virginia,1906,4,Southeast (US)
1356,West Virginia,1908,2,Southeast (US)
1357,West Virginia,1912,3,Southeast (US)
1358,West Virginia,1914,4,Southeast (US)
1359,West Virginia,1916,3,Southeast (US)
1360,West Virginia,1918,0,Southeast (US)
1361,West Virginia,1920,3,Southeast (US)
1362,West Virginia,1922,8,Southeast (US)
1363,West Virginia,1924,4,Southeast (US)
1364,West Virginia,1926,6,Southeast (US)
1365,West Virginia,1928,4,Southeast (US)
1366,West Virginia,1930,3,Southeast (US)
1367,West Virginia,1932,12,Southeast (US)
1368,West Virginia,1934,5,Southeast (US)
1369,West Virginia,1936,4,Southeast (US)
1370,West Virginia,1938,9,Southeast (US)
1371,West Virginia,1940,8,Southeast (US)
1372,Wisconsin,1878,3,Great Lakes (US)
1373,Wisconsin,1880,3,Great Lakes (US)
1374,Wisconsin,1882,8,Great Lakes (US)
1375,Wisconsin,1884,11,Great Lakes (US)
1376,Wisconsin,1886,10,Great Lakes (US)
1377,Wisconsin,1888,13,Great Lakes (US)
1378,Wisconsin,1890,7,Great Lakes (US)
1379,Wisconsin,1892,20,Great Lakes (US)
1380,Wisconsin,1896,16,Great Lakes (US)
1381,Wisconsin,1900,6,Great Lakes (US)
1382,Wisconsin,1902,7,Great Lakes (US)
1383,Wisconsin,1906,5,Great Lakes (US)
1384,Wisconsin,1908,8,Great Lakes (US)
1385,Wisconsin,1912,11,Great Lakes (US)
1386,Wisconsin,1914,10,Great Lakes (US)
1387,Wisconsin,1916,5,Great Lakes (US)
1388,Wisconsin,1918,6,Great Lakes (US)
1389,Wisconsin,1920,4,Great Lakes (US)
1390,Wisconsin,1922,10,Great Lakes (US)
