,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE
19845,1880,188002,93614,5.17,,8,,1,3,5.17,2,4,1,100,1,100,8,800,1,,,,,,1,10,999,0,0
144230,1930,193002,160329,20.99,1930001603292.0,8,24820809902.0,1,1,20.99,1,35,1,100,0,0,400,40000,5,3.0,1.0,6.0,600.0,2.0,1,10,100,105,14
107123,1930,193002,149690,20.42,1930001496902.0,8,23020801302.0,1,2,20.42,1,19,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,950,306,12
45725,1900,190001,59885,19.4,1900000598851.0,8,12720800002.0,1,4,19.4,2,13,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,983,0,0
96939,1930,193001,31133,100.95,1930000311331.0,8,24120804100.0,1,1,100.95,1,44,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,2.0,1,10,32,868,63
43253,1900,190001,59245,19.56,1900000592451.0,8,12610800003.0,4,17,19.56,1,30,1,130,1,100,35,3500,1,0.0,0.0,,,1.0,1,12,970,506,20
161912,1940,194001,298565,100.0,1940002985651.0,8,50000000.0,1,1,100.0,1,49,1,100,0,0,31,3100,1,0.0,,,,,1,10,100,105,14
156911,1940,194001,133194,100.0,1940001331941.0,8,52000000.0,4,1,100.0,1,37,1,100,0,0,8,800,4,0.0,,,,,1,10,690,246,23
100365,1930,193001,32041,100.95,1930000320411.0,8,24820809901.0,1,2,100.95,2,46,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,790,836,11
127854,1930,193002,155994,19.82,1930001559942.0,8,24210804100.0,1,1,19.82,2,60,1,100,0,0,42,4200,2,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
17212,1880,188002,92838,10.32,,8,,2,9,10.33,1,27,1,100,0,0,150,15050,5,,,,,,1,10,510,246,24
51715,1900,190001,61442,19.12,1900000614421.0,8,13020800001.0,1,6,19.12,2,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
49057,1900,190001,60722,18.62,1900000607221.0,8,12910800001.0,1,2,18.62,2,25,1,100,0,0,434,43400,5,0.0,1.0,,,2.0,1,10,999,0,0
116803,1930,193002,152471,20.05,1930001524712.0,8,23610803100.0,1,3,20.05,2,59,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
67595,1910,191002,1457401,101.0,1910014574011.0,8,12110806700.0,1,1,101.0,1,37,1,100,0,0,29,2900,4,0.0,0.0,1.0,100.0,2.0,1,10,100,105,14
71385,1910,191003,1359601,71.71,1910013596011.0,8,11220801501.0,1,2,71.71,2,40,1,100,0,0,29,2900,2,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
133624,1930,193002,157622,20.42,1930001576222.0,8,24420806900.0,1,1,20.42,1,54,1,100,0,0,31,3100,2,0.0,0.0,0.0,0.0,2.0,1,10,510,246,24
152443,1930,193002,162529,20.42,1930001625292.0,8,25210812302.0,1,2,20.42,2,30,1,100,0,0,465,46500,5,2.0,4.0,96.0,9600.0,2.0,1,10,999,0,0
133899,1930,193002,157695,20.42,1930001576952.0,8,24420806900.0,1,1,20.42,1,22,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,683,526,25
133943,1930,193002,157707,20.42,1930001577072.0,8,24420806901.0,1,8,20.42,2,11,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
88127,1920,192001,1923301,90.72,1920019233011.0,8,16610806902.0,1,2,90.72,2,31,1,100,0,0,150,15000,5,3.0,3.0,,,2.0,1,10,999,0,0
11844,1880,188002,91273,9.46,,8,,1,2,9.46,2,47,1,100,0,0,29,2900,1,,,,,,1,10,980,0,0
53703,1900,190002,1022001,100.0,1900010220011.0,8,12120801301.0,1,1,100.0,1,44,1,100,0,0,42,4200,4,0.0,0.0,,,2.0,1,10,100,105,14
121961,1930,193002,154230,20.05,1930001542302.0,8,23910803100.0,4,1,20.05,2,22,1,100,0,0,40,4000,3,0.0,0.0,0.0,0.0,2.0,1,10,784,679,11
97109,1930,193001,31182,100.95,1930000311821.0,8,24120804102.0,1,1,100.95,1,33,1,100,0,0,31,3100,3,0.0,0.0,0.0,0.0,2.0,1,10,512,459,36
121416,1930,193002,153985,20.05,1930001539852.0,8,23820803101.0,1,3,20.05,2,4,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
79700,1910,191003,21121401,71.71,1910211214011.0,8,11620803101.0,1,4,71.71,2,26,1,100,0,0,29,2900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
130539,1930,193002,156794,20.88,1930001567942.0,8,24310805501.0,2,2,20.88,2,40,1,140,1,100,200,20000,5,3.0,5.0,12.0,1200.0,1.0,1,12,720,826,6
144094,1930,193002,160297,20.99,1930001602972.0,8,24820809902.0,1,1,20.99,2,64,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
144354,1930,193002,160365,20.48,1930001603652.0,8,24910810100.0,1,3,20.48,1,14,1,100,0,0,39,3900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
1253,1880,188001,615401,119.88,1880006154011.0,8,8810801304.0,1,4,119.88,1,20,1,100,0,0,29,2900,1,,,,,,1,10,820,105,9
94546,1930,193001,30351,100.95,1930000303511.0,8,23510803100.0,1,3,100.95,1,15,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
56151,1900,190002,1078601,100.0,1900010786011.0,8,12720809101.0,1,4,100.0,1,6,1,100,0,0,39,3900,1,0.0,0.0,,,0.0,1,10,999,0,0
158034,1940,194001,172769,100.0,1940001727691.0,8,204926.0,1,1,100.0,1,48,1,100,0,0,31,3100,1,0.0,,,,,1,10,100,105,14
48597,1900,190001,60574,19.4,1900000605741.0,8,12910800000.0,1,3,19.4,1,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
464,1870,187002,567901,130.6,1870005679012.0,8,9410801300.0,1,7,130.6,2,0,1,100,0,0,8,800,1,0.0,,,,,1,10,995,0,0
100896,1930,193001,32168,100.95,1930000321681.0,8,24920810102.0,1,4,100.95,2,89,2,200,0,0,1,100,1,0.0,0.0,0.0,0.0,2.0,2,20,999,0,0
146606,1930,193002,161087,20.48,1930001610872.0,8,24920810102.0,1,4,20.48,2,20,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
54025,1900,190002,1029501,100.0,1900010295011.0,8,12210802301.0,1,4,100.0,1,12,1,100,1,100,8,800,1,0.0,0.0,,,2.0,1,10,995,0,0
62087,1900,190003,1089401,107.98,1900010894011.0,8,12820810103.0,1,8,107.98,1,4,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
18482,1880,188002,93191,10.32,,8,,4,1,10.33,1,26,1,100,0,0,404,40400,5,,,,,,1,10,650,239,24
64627,1910,191002,1386301,101.0,1910013863011.0,8,11510803100.0,1,5,101.0,1,7,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
150673,1930,193002,162150,20.42,1930001621502.0,8,25120812301.0,1,1,20.42,1,25,1,140,1,100,200,20000,5,3.0,3.0,12.0,1200.0,1.0,1,12,820,105,9
103704,1930,193002,148735,19.33,1930001487352.0,8,22920800300.0,1,4,19.33,2,7,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
94771,1930,193001,30409,100.95,1930000304091.0,8,23520803102.0,1,3,100.95,1,21,1,100,0,0,5,500,1,0.0,0.0,0.0,0.0,2.0,1,10,820,105,9
155247,1940,194001,52849,100.0,1940000528491.0,8,69135.0,1,1,100.0,2,70,1,100,0,0,29,2900,0,0.0,,,,,1,10,999,0,0
64671,1910,191002,1387401,100.0,1910013874011.0,8,11510803101.0,1,3,100.0,1,19,1,100,0,0,465,46500,5,0.0,4.0,1.0,100.0,2.0,1,10,970,506,20
72236,1910,191003,1379101,71.71,1910013791011.0,8,11420803101.0,1,3,71.71,2,38,2,210,0,0,47,4700,1,0.0,0.0,1.0,100.0,2.0,2,21,754,836,16
163764,1940,194001,359545,100.0,1940003595451.0,8,584982.0,1,1,100.0,1,51,1,100,0,0,29,2900,0,0.0,,,,,1,10,740,849,19
142102,1930,193002,159781,20.19,1930001597812.0,8,24810808900.0,1,2,20.19,2,65,1,100,0,0,21,2100,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
74704,1910,191003,1435701,71.71,1910014357011.0,8,11920803900.0,1,2,71.71,2,40,1,100,0,0,39,3900,2,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
77650,1910,191003,1505801,71.71,1910015058011.0,8,12420810100.0,1,1,71.71,1,24,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1,10,365,506,32
100193,1930,193001,31994,100.95,1930000319941.0,8,24810808902.0,1,2,100.95,2,33,1,140,1,100,200,20000,5,3.0,3.0,12.0,1200.0,1.0,1,12,999,0,0
160197,1940,194001,240695,100.0,1940002406951.0,8,268707.0,1,5,100.0,1,9,1,100,0,0,8,800,0,0.0,,,,,1,10,999,0,0
45653,1900,190001,59855,19.4,1900000598551.0,8,12720800001.0,1,1,19.4,1,29,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1,10,970,997,20
136128,1930,193002,158267,19.91,1930001582672.0,8,24520807100.0,1,2,19.91,1,38,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,390,506,25
129350,1930,193002,156484,19.99,1930001564842.0,8,24220804500.0,1,2,19.99,2,51,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
108292,1930,193002,150054,19.99,1930001500542.0,8,23110801502.0,1,2,19.99,2,32,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
1764,1880,188001,628101,79.36,1880006281011.0,8,9010804104.0,1,5,79.36,2,3,1,100,0,0,8,800,3,,,,,,1,10,999,0,0
82788,1920,192001,1792501,90.72,1920017925011.0,8,15520801302.0,1,5,90.72,2,11,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,999,0,0
71349,1910,191003,1358401,71.71,1910013584011.0,8,11220801500.0,1,5,71.71,2,1,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
134785,1930,193002,157934,20.42,1930001579342.0,8,24510806900.0,1,2,20.42,2,64,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
133289,1930,193002,157541,18.83,1930001575412.0,8,24410806702.0,1,3,18.83,2,15,2,200,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,2,20,999,0,0
48632,1900,190001,60582,19.4,1900000605821.0,8,12910800000.0,1,5,19.4,1,1,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
106306,1930,193002,149482,20.88,1930001494822.0,8,23020801100.0,1,6,20.88,1,3,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
47212,1900,190001,60227,19.57,1900000602271.0,8,12820800001.0,1,6,19.57,2,27,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,999,0,0
52076,1900,190002,987104,100.0,1900009871041.0,8,11710800501.0,4,1,100.0,1,38,1,100,0,0,400,40000,5,2.0,4.0,,,2.0,1,10,510,246,24
125179,1930,193002,155163,20.05,1930001551632.0,8,24020803102.0,1,1,20.05,1,38,1,100,0,0,456,45600,5,2.0,5.0,1.0,100.0,2.0,1,10,290,846,42
27111,1900,190001,55148,19.56,1900000551481.0,8,11810800002.0,1,4,19.56,1,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
102759,1930,193002,148435,19.75,1930001484352.0,8,22910800101.0,1,5,19.75,1,24,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1,10,820,105,9
61936,1900,190003,1086301,107.98,1900010863011.0,8,12820810102.0,1,2,107.98,2,34,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1,10,995,0,0
19626,1880,188002,93567,10.15,,8,,1,1,10.16,1,23,1,100,0,0,26,2600,1,,,,,,1,10,100,105,14
161417,1940,194001,278424,100.0,1940002784241.0,8,324485.0,4,1,100.0,1,41,1,100,0,0,17,1700,1,0.0,,,,,1,10,784,679,11
50182,1900,190001,61072,20.21,1900000610721.0,8,13010800001.0,1,1,20.21,1,39,4,400,0,0,51,5100,1,0.0,0.0,,,2.0,4,41,780,0,18
20077,1880,188002,93673,5.17,,8,,1,3,5.17,2,19,1,100,1,100,35,3500,1,,,,,,1,10,995,0,0
146318,1930,193002,161019,20.48,1930001610192.0,8,24920810101.0,1,4,20.48,1,17,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
26790,1900,190001,55065,19.56,1900000550651.0,8,11810800001.0,4,4,19.56,2,11,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1,10,983,0,0
72929,1910,191003,1394501,71.71,1910013945011.0,8,11520803102.0,1,5,71.71,2,13,1,100,0,0,36,3600,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
72771,1910,191003,1390501,71.71,1910013905011.0,8,11520803100.0,1,7,71.71,1,0,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
54652,1900,190002,1042803,101.0,1900010428031.0,8,12410804101.0,1,1,101.0,1,37,1,100,0,0,453,45300,5,2.0,4.0,,,2.0,1,10,754,0,16
160496,1940,194001,248468,100.0,1940002484681.0,8,284673.0,1,2,100.0,2,32,1,100,0,0,455,45500,0,2.0,,,,,1,10,490,636,24
57298,1900,190002,1107101,101.0,1900011071011.0,8,13020812301.0,1,1,101.0,1,45,1,100,0,0,39,3900,1,0.0,0.0,,,2.0,1,10,501,817,25
150968,1930,193002,162213,20.42,1930001622132.0,8,25120812302.0,1,4,20.42,2,10,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
59509,1900,190003,1030101,82.2,1900010301011.0,8,12210802702.0,1,6,82.2,1,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
98489,1930,193001,31550,100.95,1930000315501.0,8,24420806902.0,1,4,100.95,2,64,1,100,0,0,19,1900,1,0.0,0.0,0.0,0.0,2.0,1,10,700,826,7
48745,1900,190001,60622,18.62,1900000606221.0,8,12910800001.0,1,4,18.62,2,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
86062,1920,192001,1874201,99.91,1920018742011.0,8,16210803102.0,1,1,99.91,2,45,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1,10,752,836,7
103526,1930,193002,148685,19.33,1930001486852.0,8,22910800702.0,1,1,19.33,1,26,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,100,105,14
111063,1930,193002,150767,20.05,1930001507672.0,8,23220803100.0,1,2,20.05,2,24,1,100,0,0,47,4700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
32487,1900,190001,56543,19.12,1900000565431.0,8,12120800000.0,1,2,19.12,1,26,1,100,0,0,8,800,2,0.0,0.0,,,2.0,1,10,970,568,20
38768,1900,190001,58092,19.4,1900000580921.0,8,12420800000.0,1,2,19.4,2,17,1,100,0,0,410,41000,5,0.0,1.0,,,0.0,1,10,999,0,0
111976,1930,193002,151073,20.05,1930001510732.0,8,23310803100.0,1,1,20.05,1,61,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,0.0,1,10,203,506,43
64313,1910,191002,1379701,100.0,1910013797011.0,8,11420803101.0,4,3,100.0,1,47,1,100,0,0,414,41400,5,2.0,5.0,1.0,100.0,2.0,1,10,290,688,42
74610,1910,191003,1433601,71.71,1910014336011.0,8,11910804102.0,2,6,71.71,1,18,1,100,0,0,453,45300,5,0.0,1.0,1.0,100.0,2.0,1,10,784,836,11
8301,1880,188002,90128,10.02,,8,,1,2,10.02,2,45,1,100,0,0,39,3900,1,,,,,,1,10,995,0,0
146007,1930,193002,160948,20.48,1930001609482.0,8,24920810101.0,4,7,20.48,2,8,1,100,0,0,4,400,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
61958,1900,190003,1086701,107.98,1900010867011.0,8,12820810102.0,1,3,107.98,1,0,1,100,0,0,8,800,2,0.0,0.0,,,0.0,1,10,999,0,0
52958,1900,190002,1005301,100.0,1900010053011.0,8,11910800503.0,1,7,100.0,2,1,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
23733,1880,188002,94770,5.01,,8,,4,5,5.01,2,14,1,100,0,0,19,1900,4,,,,,,1,10,995,0,0
128276,1930,193002,156121,19.82,1930001561212.0,8,24210804101.0,1,2,19.82,2,51,1,100,0,0,453,45300,5,2.0,5.0,2.0,200.0,2.0,1,10,999,0,0
94330,1930,193001,30285,100.95,1930000302851.0,8,23420803100.0,1,4,100.95,1,21,1,140,1,100,35,3500,1,0.0,0.0,0.0,0.0,2.0,1,12,820,105,9
123740,1930,193002,154799,20.05,1930001547992.0,8,24010803100.0,1,4,20.05,1,21,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1,10,970,376,20
45995,1900,190001,59948,19.4,1900000599481.0,8,12810800002.0,1,1,19.4,1,38,1,100,0,0,55,5500,4,0.0,0.0,,,2.0,1,10,250,936,36
19264,1880,188002,93498,10.15,,8,,1,2,10.16,1,26,1,100,0,0,405,40500,5,,,,,,1,10,820,105,9
58685,1900,190003,1012301,101.26,1900010123011.0,8,12010800502.0,1,6,101.26,1,6,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1,10,999,0,0
24850,1900,190001,54558,19.56,1900000545581.0,8,11710800001.0,4,11,19.56,1,24,1,100,0,0,6,600,1,0.0,0.0,,,2.0,1,10,784,0,11
135632,1930,193002,158154,19.91,1930001581542.0,8,24510807102.0,1,2,19.91,2,32,1,100,0,0,434,43400,5,3.0,3.0,10.0,1000.0,1.0,1,10,999,0,0
95399,1930,193001,30580,100.95,1930000305801.0,8,23720803101.0,1,1,100.95,2,82,1,100,0,0,42,4200,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
41483,1900,190001,58846,18.62,1900000588461.0,8,12520800002.0,1,9,18.62,1,40,1,100,0,0,6,600,1,0.0,0.0,,,0.0,1,10,999,0,0
126401,1930,193002,155539,19.95,1930001555392.0,8,24110804302.0,1,4,19.95,2,15,1,100,0,0,8,800,3,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
125194,1930,193002,155168,20.05,1930001551682.0,8,24020803102.0,1,4,20.05,2,10,1,100,0,0,27,2700,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
82962,1920,192001,1796402,90.72,1920017964021.0,8,15610801301.0,1,2,90.72,2,35,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1,10,999,0,0
2963,1880,188002,88731,9.95,,8,,4,2,9.95,2,35,1,100,0,0,426,42600,5,,,,,,1,10,995,0,0
8305,1880,188002,90129,10.02,,8,,1,2,10.02,2,49,1,100,0,0,36,3600,1,,,,,,1,10,75,868,80
129003,1930,193002,156381,19.99,1930001563812.0,8,24220804500.0,1,4,19.99,2,15,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
90418,1920,192001,1975501,104.6,1920019755011.0,8,17020810101.0,1,3,104.6,2,8,1,100,1,100,200,20000,5,3.0,1.0,,,0.0,1,10,999,0,0
17763,1880,188002,92979,10.32,,8,,2,10,10.33,1,18,1,100,0,0,29,2900,1,,,,,,1,10,650,239,24
92225,1930,193001,29666,100.95,1930000296661.0,8,22920800300.0,1,7,100.95,2,10,1,100,0,0,8,800,3,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
161397,1940,194001,277422,100.0,1940002774221.0,8,48000000.0,1,1,100.0,2,43,1,100,0,0,20,2000,0,0.0,,,,,1,10,100,105,14
2657,1880,188001,649201,102.07,1880006492011.0,8,9210810102.0,1,2,102.07,1,15,1,100,0,0,42,4200,1,,,,,,1,10,995,0,0
111073,1930,193002,150770,20.05,1930001507702.0,8,23220803100.0,1,1,20.05,1,52,1,100,0,0,400,40000,5,4.0,5.0,6.0,600.0,2.0,1,10,510,246,24
32289,1900,190001,56503,19.09,1900000565031.0,8,12110800003.0,1,12,19.09,2,7,1,100,0,0,31,3100,1,0.0,0.0,,,0.0,1,10,999,0,0
2240,1880,188001,639802,101.56,1880006398021.0,8,9110806504.0,1,2,101.56,2,10,2,200,0,0,29,2900,1,,,,,,2,20,995,0,0
41251,1900,190001,58776,20.3,1900000587761.0,8,12520800002.0,1,1,20.3,1,47,1,100,0,0,405,40500,5,2.0,5.0,,,2.0,1,10,100,105,14
83164,1920,192001,1801401,94.78,1920018014011.0,8,15620801501.0,1,4,94.78,2,17,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1,10,999,0,0
16620,1880,188002,92653,9.95,,8,,1,6,9.95,1,3,1,100,0,0,8,800,1,,,,,,1,10,999,0,0
114035,1930,193002,151662,20.05,1930001516622.0,8,23420803100.0,2,6,20.05,1,42,1,100,0,0,400,40000,5,2.0,5.0,6.0,600.0,2.0,1,10,632,699,27
3977,1880,188002,89062,9.95,,8,,2,4,9.95,1,45,1,100,0,0,150,15000,5,,,,,,1,10,690,488,23
129079,1930,193002,156406,19.99,1930001564062.0,8,24220804500.0,1,2,19.99,2,24,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
12994,1880,188002,91522,9.46,,8,,1,4,9.46,2,11,1,100,0,0,29,2900,1,,,,,,1,10,700,0,7
116751,1930,193002,152455,20.05,1930001524552.0,8,23610803100.0,1,1,20.05,2,43,1,100,0,0,31,3100,2,0.0,0.0,0.0,0.0,2.0,1,10,57,888,20
48495,1900,190001,60552,18.62,1900000605521.0,8,12910800000.0,1,3,18.62,2,3,1,100,0,0,8,800,2,0.0,0.0,,,0.0,1,10,999,0,0
131047,1930,193002,156913,20.47,1930001569132.0,8,24310806302.0,1,3,20.47,2,56,1,100,0,0,18,1800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
11822,1880,188002,91266,9.46,,8,,4,13,9.46,1,18,1,100,0,0,21,2100,4,,,,,,1,10,650,236,24
164484,1940,194001,380781,100.0,1940003807811.0,8,10767.0,1,1,100.0,1,48,1,100,0,0,40,4000,0,0.0,,,,,1,10,290,626,42
154157,1940,194001,15131,100.0,1940000151311.0,8,37571.0,1,4,100.0,1,15,1,100,0,0,31,3100,1,0.0,,,,,1,10,999,0,0
84490,1920,192001,1835001,99.91,1920018350011.0,8,15910803102.0,1,1,99.91,2,48,1,100,0,0,465,46500,5,2.0,5.0,,,2.0,1,10,999,0,0
70581,1910,191002,1527201,100.0,1910015272011.0,8,12530812101.0,2,2,100.0,2,34,1,100,0,0,17,1700,1,0.0,0.0,1.0,100.0,2.0,1,10,290,679,42
85035,1920,192001,1848901,99.91,1920018489011.0,8,16020803100.0,1,2,99.91,2,34,1,100,0,0,19,1900,2,0.0,0.0,,,2.0,1,10,999,0,0
116221,1930,193002,152300,20.05,1930001523002.0,8,23520803101.0,1,1,20.05,1,32,1,100,0,0,27,2700,3,0.0,0.0,0.0,0.0,2.0,1,10,670,376,26
73319,1910,191003,1403001,71.71,1910014030011.0,8,11610803102.0,1,2,71.71,2,47,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
83060,1920,192001,1798601,89.38,1920017986011.0,8,15620800700.0,1,1,89.38,1,46,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1,10,100,105,14
50450,1900,190001,61144,20.21,1900000611441.0,8,13010800001.0,1,5,20.21,1,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1,10,999,0,0
5328,1880,188002,89474,9.95,,8,,1,7,9.95,2,7,1,100,0,0,42,4200,1,,,,,,1,10,999,0,0
104817,1930,193002,148993,19.99,1930001489932.0,8,22920801902.0,1,2,19.99,2,36,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1,10,93,888,27
95024,1930,193001,30484,100.95,1930000304841.0,8,23620803100.0,1,4,100.95,2,21,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,350,646,22
158409,1940,194001,183009,100.0,1940001830091.0,8,219971.0,1,1,100.0,1,58,1,100,0,0,17,1700,0,0.0,,,,,1,10,540,578,33
135775,1930,193002,158189,19.91,1930001581892.0,8,24510807102.0,1,3,19.91,1,13,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
118583,1930,193002,153003,20.05,1930001530032.0,8,23710803101.0,6,4,20.05,2,39,1,100,0,0,13,1300,1,0.0,0.0,0.0,0.0,2.0,1,10,350,888,22
14483,1880,188002,92069,10.02,,8,,1,1,10.02,1,25,1,100,0,0,29,2900,1,,,,,,1,10,100,105,14
100674,1930,193001,32121,100.95,1930000321211.0,8,24910810102.0,1,7,100.95,1,0,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
17321,1880,188002,92857,10.32,,8,,1,1,10.33,1,35,1,100,0,0,405,40500,5,,,,,,1,10,970,0,20
3194,1880,188002,88796,9.95,,8,,1,5,9.95,1,10,1,100,0,0,25,2500,4,,,,,,1,10,983,0,0
101469,1930,193001,32310,100.95,1930000323101.0,8,25110810501.0,1,4,100.95,2,9,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1,10,999,0,0
127991,1930,193002,156042,19.82,1930001560422.0,8,24210804100.0,1,1,19.82,2,41,1,100,0,0,5,500,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
76210,1910,191003,1472001,71.71,1910014720011.0,8,12130807101.0,1,2,71.71,2,26,1,100,0,0,434,43400,5,0.0,1.0,10.0,1000.0,1.0,1,10,999,0,0
5606,1880,188002,89533,9.95,,8,,1,2,9.95,2,37,1,100,0,0,453,45300,5,,,,,,1,10,980,0,0
69840,1910,191002,1509001,100.0,1910015090011.0,8,12430810100.0,1,2,100.0,2,25,1,100,0,0,434,43400,5,0.0,1.0,10.0,1000.0,1.0,1,10,999,0,0
115933,1930,193002,152223,20.05,1930001522232.0,8,23520803100.0,1,1,20.05,1,47,1,100,0,0,36,3600,1,0.0,0.0,0.0,0.0,2.0,1,10,490,609,24
59690,1900,190003,1034201,80.18,1900010342011.0,8,12310804301.0,1,6,80.18,1,12,1,100,0,0,31,3100,2,0.0,0.0,,,2.0,1,10,983,0,0
7447,1880,188002,89921,10.15,,8,,1,7,10.16,1,27,1,100,0,0,36,3600,4,,,,,,1,10,650,239,24
120939,1930,193002,153783,20.05,1930001537832.0,8,23820803100.0,1,1,20.05,1,55,1,100,0,0,410,41000,5,2.0,5.0,1.0,100.0,2.0,1,10,290,459,42
149829,1930,193002,161956,20.47,1930001619562.0,8,25110812102.0,1,4,20.47,2,11,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1,10,999,0,0
82266,1910,191003,25577101,71.71,1910255771011.0,8,12620812300.0,1,2,71.71,2,21,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1,10,999,0,0
52359,1900,190002,992001,100.0,1900009920011.0,8,11710800503.0,1,1,100.0,1,43,1,100,0,0,26,2600,1,0.0,0.0,,,2.0,1,10,970,997,20
155157,1940,194001,50263,100.0,1940000502631.0,8,69759.0,1,4,100.0,1,20,1,100,0,0,8,800,0,0.0,,,,,1,10,350,888,22
