,source,year,birth_place,population,population_percent
3250,prison,1936,England,3.0,0.0026954177897574125
3251,prison,1936,Egypt,0.0,0.0
3252,prison,1936,Findland,0.0,0.0
3253,prison,1936,France,0.0,0.0
3254,prison,1936,Germany,5.0,0.004492362982929021
3255,prison,1936,Greece,4.0,0.0035938903863432167
3256,prison,1936,Holland,0.0,0.0
3257,prison,1936,Hungary,1.0,0.0008984725965858042
3258,prison,1936,India,1.0,0.0008984725965858042
3259,prison,1936,Ireland,1.0,0.0008984725965858042
3260,prison,1936,Italy,2.0,0.0017969451931716084
3261,prison,1936,Isle of Man,0.0,0.0
3262,prison,1936,Jamaica,0.0,0.0
3263,prison,1936,Japan,1.0,0.0008984725965858042
3264,prison,1936,Java,0.0,0.0
3265,prison,1936,Jugo-Slovakia (slavia),1.0,0.0008984725965858042
3266,prison,1936,Korea,0.0,0.0
3267,prison,1936,Lithuania,0.0,0.0
3268,prison,1936,Mexico (old),27.0,0.02425876010781671
3269,prison,1936,Montenegro,0.0,0.0
3270,prison,1936,Netherlands,0.0,0.0
3271,prison,1936,New Brunswick,0.0,0.0
3272,prison,1936,New Foundland,0.0,0.0
3273,prison,1936,New Zealand,0.0,0.0
3274,prison,1936,Nicaragua,0.0,0.0
3275,prison,1936,Norway,0.0,0.0
3276,prison,1936,Nova Scotia,0.0,0.0
3277,prison,1936,Ontario,0.0,0.0
3278,prison,1936,Philippine Islands,0.0,0.0
3279,prison,1936,Poland,0.0,0.0
3280,prison,1936,Porto Rico,0.0,0.0
3281,prison,1936,Portugal,1.0,0.0008984725965858042
3282,prison,1936,Prince Edward Isle,0.0,0.0
3283,prison,1936,Prussia,0.0,0.0
3284,prison,1936,Roumania,0.0,0.0
3285,prison,1936,Russia,7.0,0.006289308176100629
3286,prison,1936,Saxony,0.0,0.0
3287,prison,1936,Scotland,0.0,0.0
3288,prison,1936,Serbia,0.0,0.0
3289,prison,1936,Siam,0.0,0.0
3290,prison,1936,Siberia,0.0,0.0
3291,prison,1936,Sicily,0.0,0.0
3292,prison,1936,South Africa,0.0,0.0
3293,prison,1936,South America,0.0,0.0
3294,prison,1936,South Sea Islands,0.0,0.0
3295,prison,1936,South Wales,0.0,0.0
3296,prison,1936,Spain,0.0,0.0
3297,prison,1936,Sweden,1.0,0.0008984725965858042
3298,prison,1936,Switzerland,0.0,0.0
3299,prison,1936,Syria,0.0,0.0
3300,prison,1936,Turkey,0.0,0.0
3301,prison,1936,Wales,0.0,0.0
3302,prison,1936,West Indies,0.0,0.0
3303,prison,1936,Alabama,4.0,0.0035938903863432167
3304,prison,1936,Alaska,0.0,0.0
3305,prison,1936,Arizona,5.0,0.004492362982929021
3306,prison,1936,Arkansas,19.0,0.017070979335130278
3307,prison,1936,California,20.0,0.017969451931716084
3308,prison,1936,Colorado,291.0,0.261455525606469
3309,prison,1936,Connecticut,1.0,0.0008984725965858042
3310,prison,1936,D.C.,1.0,0.0008984725965858042
3311,prison,1936,Delaware,0.0,0.0
3312,prison,1936,Florida,2.0,0.0017969451931716084
3313,prison,1936,Georgia,5.0,0.004492362982929021
3314,prison,1936,Hawaii,0.0,0.0
3315,prison,1936,Idaho,3.0,0.0026954177897574125
3316,prison,1936,Illinois ,49.0,0.0440251572327044
3317,prison,1936,Indiana,16.0,0.014375561545372867
3318,prison,1936,Iowa,40.0,0.03593890386343217
3319,prison,1936,Kansas,62.0,0.055705300988319856
3320,prison,1936,Kentucky,28.0,0.025157232704402517
3321,prison,1936,Louisiana ,8.0,0.0071877807726864335
3322,prison,1936,Maine,0.0,0.0
3323,prison,1936,Maryland,1.0,0.0008984725965858042
3324,prison,1936,Massachusetts,7.0,0.006289308176100629
3325,prison,1936,Michigan,15.0,0.013477088948787063
3326,prison,1936,Minnesota,7.0,0.006289308176100629
3327,prison,1936,Mississippi,8.0,0.0071877807726864335
3328,prison,1936,Missouri,86.0,0.07726864330637916
3329,prison,1936,Montana,7.0,0.006289308176100629
3330,prison,1936,Nebraska ,57.0,0.05121293800539083
3331,prison,1936,Nevada,1.0,0.0008984725965858042
3332,prison,1936,New Hampshire,0.0,0.0
3333,prison,1936,New Jersey,1.0,0.0008984725965858042
3334,prison,1936,New Mexico,68.0,0.061096136567834684
3335,prison,1936,New York,23.0,0.020664869721473494
3336,prison,1936,North Carolina,3.0,0.0026954177897574125
3337,prison,1936,North Dakota,1.0,0.0008984725965858042
3338,prison,1936,Ohio,27.0,0.02425876010781671
3339,prison,1936,Oklahoma,48.0,0.0431266846361186
3340,prison,1936,Oregon,7.0,0.006289308176100629
3341,prison,1936,Pennsylvania,18.0,0.016172506738544475
3342,prison,1936,Rhode Island,1.0,0.0008984725965858042
3343,prison,1936,South Carolina,2.0,0.0017969451931716084
3344,prison,1936,South Dakota,6.0,0.005390835579514825
3345,prison,1936,Tennessee ,13.0,0.011680143755615454
3346,prison,1936,Texas,63.0,0.05660377358490566
3347,prison,1936,Utah,4.0,0.0035938903863432167
3348,prison,1936,Vermont,1.0,0.0008984725965858042
3349,prison,1936,Virginia,2.0,0.0017969451931716084
3350,prison,1936,Washington,1.0,0.0008984725965858042
3351,prison,1936,West Virginia,4.0,0.0035938903863432167
3352,prison,1936,Wisconsin,7.0,0.006289308176100629
3353,prison,1936,Wyoming,9.0,0.008086253369272238
3354,prison,1938,Albania,0.0,0.0
3355,prison,1938,Africa,1.0,0.0007911392405063291
3356,prison,1938,Alsace,0.0,0.0
3357,prison,1938,Argentine,0.0,0.0
3358,prison,1938,Assyria,0.0,0.0
3359,prison,1938,Australia,0.0,0.0
3360,prison,1938,Austria,1.0,0.0007911392405063291
3361,prison,1938,Belgium,0.0,0.0
3362,prison,1938,Bermuda Islands,0.0,0.0
3363,prison,1938,Bohemia,0.0,0.0
3364,prison,1938,Brazil,0.0,0.0
3365,prison,1938,British Columbia,0.0,0.0
3366,prison,1938,British West Indies,0.0,0.0
3367,prison,1938,Bulgaria,1.0,0.0007911392405063291
3368,prison,1938,Canada,7.0,0.005537974683544304
3369,prison,1938,Cape Good Hope,0.0,0.0
3370,prison,1938,Central America,0.0,0.0
3371,prison,1938,Czecho-Slovakia,0.0,0.0
3372,prison,1938,China,1.0,0.0007911392405063291
3373,prison,1938,Costa Rica,0.0,0.0
3374,prison,1938,Crete,0.0,0.0
3375,prison,1938,Croatia,0.0,0.0
3376,prison,1938,Cuba,0.0,0.0
3377,prison,1938,Denmark,1.0,0.0007911392405063291
3378,prison,1938,East Indies,0.0,0.0
3379,prison,1938,England,2.0,0.0015822784810126582
3380,prison,1938,Egypt,0.0,0.0
3381,prison,1938,Findland,0.0,0.0
3382,prison,1938,France,0.0,0.0
3383,prison,1938,Germany,2.0,0.0015822784810126582
3384,prison,1938,Greece,0.0,0.0
3385,prison,1938,Holland,0.0,0.0
3386,prison,1938,Hungary,1.0,0.0007911392405063291
3387,prison,1938,India,0.0,0.0
3388,prison,1938,Ireland,1.0,0.0007911392405063291
3389,prison,1938,Italy,5.0,0.003955696202531646
3390,prison,1938,Isle of Man,0.0,0.0
3391,prison,1938,Jamaica,0.0,0.0
3392,prison,1938,Japan,0.0,0.0
3393,prison,1938,Java,0.0,0.0
3394,prison,1938,Jugo-Slovakia (slavia),0.0,0.0
3395,prison,1938,Korea,0.0,0.0
3396,prison,1938,Lithuania,0.0,0.0
3397,prison,1938,Mexico (old),24.0,0.0189873417721519
3398,prison,1938,Montenegro,0.0,0.0
3399,prison,1938,Netherlands,0.0,0.0
3400,prison,1938,New Brunswick,0.0,0.0
3401,prison,1938,New Foundland,0.0,0.0
3402,prison,1938,New Zealand,0.0,0.0
3403,prison,1938,Nicaragua,0.0,0.0
3404,prison,1938,Norway,0.0,0.0
3405,prison,1938,Nova Scotia,0.0,0.0
3406,prison,1938,Ontario,0.0,0.0
3407,prison,1938,Philippine Islands,2.0,0.0015822784810126582
3408,prison,1938,Poland,0.0,0.0
3409,prison,1938,Porto Rico,1.0,0.0007911392405063291
3410,prison,1938,Portugal,0.0,0.0
3411,prison,1938,Prince Edward Isle,0.0,0.0
3412,prison,1938,Prussia,0.0,0.0
3413,prison,1938,Roumania,0.0,0.0
3414,prison,1938,Russia,5.0,0.003955696202531646
3415,prison,1938,Saxony,0.0,0.0
3416,prison,1938,Scotland,0.0,0.0
3417,prison,1938,Serbia,0.0,0.0
3418,prison,1938,Siam,0.0,0.0
3419,prison,1938,Siberia,0.0,0.0
3420,prison,1938,Sicily,0.0,0.0
3421,prison,1938,South Africa,0.0,0.0
3422,prison,1938,South America,0.0,0.0
3423,prison,1938,South Sea Islands,0.0,0.0
3424,prison,1938,South Wales,0.0,0.0
3425,prison,1938,Spain,1.0,0.0007911392405063291
3426,prison,1938,Sweden,2.0,0.0015822784810126582
3427,prison,1938,Switzerland,0.0,0.0
3428,prison,1938,Syria,0.0,0.0
3429,prison,1938,Turkey,0.0,0.0
3430,prison,1938,Wales,1.0,0.0007911392405063291
3431,prison,1938,West Indies,0.0,0.0
3432,prison,1938,Alabama,6.0,0.004746835443037975
3433,prison,1938,Alaska,0.0,0.0
3434,prison,1938,Arizona,11.0,0.00870253164556962
3435,prison,1938,Arkansas,15.0,0.011867088607594937
3436,prison,1938,California,15.0,0.011867088607594937
3437,prison,1938,Colorado,293.0,0.23180379746835442
3438,prison,1938,Connecticut,4.0,0.0031645569620253164
3439,prison,1938,D.C.,0.0,0.0
3440,prison,1938,Delaware,1.0,0.0007911392405063291
3441,prison,1938,Florida,6.0,0.004746835443037975
3442,prison,1938,Georgia,5.0,0.003955696202531646
3443,prison,1938,Hawaii,0.0,0.0
3444,prison,1938,Idaho,7.0,0.005537974683544304
3445,prison,1938,Illinois ,51.0,0.040348101265822785
3446,prison,1938,Indiana,23.0,0.01819620253164557
3447,prison,1938,Iowa,40.0,0.03164556962025317
3448,prison,1938,Kansas,102.0,0.08069620253164557
3449,prison,1938,Kentucky,22.0,0.01740506329113924
3450,prison,1938,Louisiana ,6.0,0.004746835443037975
3451,prison,1938,Maine,2.0,0.0015822784810126582
3452,prison,1938,Maryland,3.0,0.0023734177215189874
3453,prison,1938,Massachusetts,10.0,0.007911392405063292
3454,prison,1938,Michigan,16.0,0.012658227848101266
3455,prison,1938,Minnesota,8.0,0.006329113924050633
3456,prison,1938,Mississippi,2.0,0.0015822784810126582
3457,prison,1938,Missouri,113.0,0.0893987341772152
3458,prison,1938,Montana,7.0,0.005537974683544304
3459,prison,1938,Nebraska ,62.0,0.0490506329113924
3460,prison,1938,Nevada,0.0,0.0
3461,prison,1938,New Hampshire,0.0,0.0
3462,prison,1938,New Jersey,4.0,0.0031645569620253164
3463,prison,1938,New Mexico,85.0,0.06724683544303797
3464,prison,1938,New York,23.0,0.01819620253164557
3465,prison,1938,North Carolina,1.0,0.0007911392405063291
3466,prison,1938,North Dakota,1.0,0.0007911392405063291
3467,prison,1938,Ohio,25.0,0.01977848101265823
3468,prison,1938,Oklahoma,77.0,0.06091772151898734
3469,prison,1938,Oregon,3.0,0.0023734177215189874
3470,prison,1938,Pennsylvania,25.0,0.01977848101265823
3471,prison,1938,Rhode Island,0.0,0.0
3472,prison,1938,South Carolina,6.0,0.004746835443037975
3473,prison,1938,South Dakota,0.0,0.0
3474,prison,1938,Tennessee ,13.0,0.010284810126582278
3475,prison,1938,Texas,66.0,0.05221518987341772
3476,prison,1938,Utah,6.0,0.004746835443037975
3477,prison,1938,Vermont,1.0,0.0007911392405063291
3478,prison,1938,Virginia,11.0,0.00870253164556962
3479,prison,1938,Washington,3.0,0.0023734177215189874
3480,prison,1938,West Virginia,9.0,0.007120253164556962
3481,prison,1938,Wisconsin,9.0,0.007120253164556962
3482,prison,1938,Wyoming,7.0,0.005537974683544304
3483,prison,1940,Albania,0.0,0.0
3484,prison,1940,Africa,0.0,0.0
3485,prison,1940,Alsace,0.0,0.0
3486,prison,1940,Argentine,0.0,0.0
3487,prison,1940,Assyria,0.0,0.0
3488,prison,1940,Australia,0.0,0.0
3489,prison,1940,Austria,2.0,0.0017683465959328027
3490,prison,1940,Belgium,0.0,0.0
3491,prison,1940,Bermuda Islands,0.0,0.0
3492,prison,1940,Bohemia,0.0,0.0
3493,prison,1940,Brazil,0.0,0.0
3494,prison,1940,British Columbia,0.0,0.0
3495,prison,1940,British West Indies,1.0,0.0008841732979664014
3496,prison,1940,Bulgaria,0.0,0.0
3497,prison,1940,Canada,2.0,0.0017683465959328027
3498,prison,1940,Cape Good Hope,0.0,0.0
3499,prison,1940,Central America,0.0,0.0
3500,prison,1940,Czecho-Slovakia,0.0,0.0
3501,prison,1940,China,0.0,0.0
3502,prison,1940,Costa Rica,0.0,0.0
3503,prison,1940,Crete,0.0,0.0
3504,prison,1940,Croatia,0.0,0.0
3505,prison,1940,Cuba,0.0,0.0
3506,prison,1940,Denmark,2.0,0.0017683465959328027
3507,prison,1940,East Indies,0.0,0.0
3508,prison,1940,England,4.0,0.0035366931918656055
3509,prison,1940,Egypt,0.0,0.0
3510,prison,1940,Findland,0.0,0.0
3511,prison,1940,France,0.0,0.0
3512,prison,1940,Germany,1.0,0.0008841732979664014
3513,prison,1940,Greece,0.0,0.0
3514,prison,1940,Holland,0.0,0.0
3515,prison,1940,Hungary,0.0,0.0
3516,prison,1940,India,0.0,0.0
3517,prison,1940,Ireland,2.0,0.0017683465959328027
3518,prison,1940,Italy,2.0,0.0017683465959328027
3519,prison,1940,Isle of Man,0.0,0.0
3520,prison,1940,Jamaica,0.0,0.0
3521,prison,1940,Japan,0.0,0.0
3522,prison,1940,Java,0.0,0.0
3523,prison,1940,Jugo-Slovakia (slavia),0.0,0.0
3524,prison,1940,Korea,0.0,0.0
3525,prison,1940,Lithuania,1.0,0.0008841732979664014
3526,prison,1940,Mexico (old),10.0,0.008841732979664015
3527,prison,1940,Montenegro,0.0,0.0
3528,prison,1940,Netherlands,0.0,0.0
3529,prison,1940,New Brunswick,0.0,0.0
3530,prison,1940,New Foundland,0.0,0.0
3531,prison,1940,New Zealand,0.0,0.0
3532,prison,1940,Nicaragua,0.0,0.0
3533,prison,1940,Norway,0.0,0.0
3534,prison,1940,Nova Scotia,0.0,0.0
3535,prison,1940,Ontario,0.0,0.0
3536,prison,1940,Philippine Islands,0.0,0.0
3537,prison,1940,Poland,0.0,0.0
3538,prison,1940,Porto Rico,0.0,0.0
3539,prison,1940,Portugal,0.0,0.0
3540,prison,1940,Prince Edward Isle,0.0,0.0
3541,prison,1940,Prussia,0.0,0.0
3542,prison,1940,Roumania,0.0,0.0
3543,prison,1940,Russia,2.0,0.0017683465959328027
3544,prison,1940,Saxony,0.0,0.0
3545,prison,1940,Scotland,0.0,0.0
3546,prison,1940,Serbia,0.0,0.0
3547,prison,1940,Siam,0.0,0.0
3548,prison,1940,Siberia,0.0,0.0
3549,prison,1940,Sicily,0.0,0.0
3550,prison,1940,South Africa,0.0,0.0
3551,prison,1940,South America,0.0,0.0
3552,prison,1940,South Sea Islands,0.0,0.0
3553,prison,1940,South Wales,0.0,0.0
3554,prison,1940,Spain,0.0,0.0
3555,prison,1940,Sweden,1.0,0.0008841732979664014
3556,prison,1940,Switzerland,0.0,0.0
3557,prison,1940,Syria,0.0,0.0
3558,prison,1940,Turkey,0.0,0.0
3559,prison,1940,Wales,0.0,0.0
3560,prison,1940,West Indies,0.0,0.0
3561,prison,1940,Alabama,6.0,0.005305039787798408
3562,prison,1940,Alaska,0.0,0.0
3563,prison,1940,Arizona,4.0,0.0035366931918656055
3564,prison,1940,Arkansas,24.0,0.021220159151193633
3565,prison,1940,California,6.0,0.005305039787798408
3566,prison,1940,Colorado,267.0,0.23607427055702918
3567,prison,1940,Connecticut,1.0,0.0008841732979664014
3568,prison,1940,D.C.,0.0,0.0
3569,prison,1940,Delaware,0.0,0.0
3570,prison,1940,Florida,2.0,0.0017683465959328027
3571,prison,1940,Georgia,3.0,0.002652519893899204
3572,prison,1940,Hawaii,0.0,0.0
3573,prison,1940,Idaho,6.0,0.005305039787798408
3574,prison,1940,Illinois ,49.0,0.04332449160035367
3575,prison,1940,Indiana,17.0,0.015030946065428824
3576,prison,1940,Iowa,25.0,0.022104332449160036
3577,prison,1940,Kansas,108.0,0.09549071618037135
3578,prison,1940,Kentucky,16.0,0.014146772767462422
3579,prison,1940,Louisiana ,9.0,0.007957559681697613
3580,prison,1940,Maine,3.0,0.002652519893899204
3581,prison,1940,Maryland,5.0,0.004420866489832007
3582,prison,1940,Massachusetts,4.0,0.0035366931918656055
3583,prison,1940,Michigan,14.0,0.01237842617152962
3584,prison,1940,Minnesota,10.0,0.008841732979664015
3585,prison,1940,Mississippi,5.0,0.004420866489832007
3586,prison,1940,Missouri,83.0,0.07338638373121131
3587,prison,1940,Montana,6.0,0.005305039787798408
3588,prison,1940,Nebraska ,61.0,0.053934571175950484
3589,prison,1940,Nevada,0.0,0.0
3590,prison,1940,New Hampshire,0.0,0.0
3591,prison,1940,New Jersey,2.0,0.0017683465959328027
3592,prison,1940,New Mexico,99.0,0.08753315649867374
3593,prison,1940,New York,25.0,0.022104332449160036
3594,prison,1940,North Carolina,7.0,0.00618921308576481
3595,prison,1940,North Dakota,2.0,0.0017683465959328027
3596,prison,1940,Ohio,17.0,0.015030946065428824
3597,prison,1940,Oklahoma,74.0,0.06542882404951371
3598,prison,1940,Oregon,0.0,0.0
3599,prison,1940,Pennsylvania,18.0,0.015915119363395226
3600,prison,1940,Rhode Island,2.0,0.0017683465959328027
3601,prison,1940,South Carolina,3.0,0.002652519893899204
3602,prison,1940,South Dakota,7.0,0.00618921308576481
3603,prison,1940,Tennessee ,18.0,0.015915119363395226
3604,prison,1940,Texas,43.0,0.03801945181255526
3605,prison,1940,Utah,10.0,0.008841732979664015
3606,prison,1940,Vermont,1.0,0.0008841732979664014
3607,prison,1940,Virginia,5.0,0.004420866489832007
3608,prison,1940,Washington,7.0,0.00618921308576481
3609,prison,1940,West Virginia,8.0,0.007073386383731211
3610,prison,1940,Wisconsin,10.0,0.008841732979664015
3611,prison,1940,Wyoming,9.0,0.007957559681697613
3612,census,1870,Missouri,1503.8499999999995,0.038568355764967054
3613,census,1870,New York,3231.1499999999987,0.08286740215445244
3614,census,1870,Colorado,5220.6399999999985,0.1338906811456047
3615,census,1870,Pennsylvania,1037.5,0.026608151814445147
3616,census,1870,Delaware,87.8,0.0022517549198152135
3617,census,1870,Ohio,1846.6999999999994,0.047361227909142975
3618,census,1870,Indiana,856.38,0.021963073783956177
3619,census,1870,Germany,1028.04,0.02636553676272018
3620,census,1870,Ireland,1945.55,0.04989637567478916
3621,census,1870,Illinois,1489.31,0.038195456943394025
3622,census,1870,Massachusetts,1355.88,0.034773456271970975
3623,census,1870,Maine,471.2199999999999,0.012085101973978642
3624,census,1870,Austria,87.8,0.0022517549198152135
3625,census,1870,New Mexico,9334.519999999986,0.23939694002407147
3626,census,1870,Kansas,263.4,0.00675526475944564
3627,census,1870,England,2516.7200000000007,0.06454483646694016
3628,census,1870,Nebraska,175.6,0.004503509839630427
3629,census,1870,New Jersey,383.42,0.00983334705416343
3630,census,1870,Maryland,87.8,0.0022517549198152135
3631,census,1870,Connecticut,87.8,0.0022517549198152135
3632,census,1870,Tennessee,87.8,0.0022517549198152135
3633,census,1870,Virginia,1015.9,0.02605418932847694
3634,census,1870,Kentucky,855.3,0.021935375659657766
3635,census,1870,Wisconsin,442.3299999999999,0.011344177148996165
3636,census,1870,Louisiana,51.96,0.0013325875356901878
3637,census,1870,Canada,426.22,0.010931013461544879
3638,census,1870,Utah,522.4,0.013397685308786645
3639,census,1870,Iowa,1390.95,0.03567287591932769
3640,census,1870,Michigan,415.64,0.010659674429066006
3641,census,1870,Mexico,99.49,0.002551561468934118
3642,census,1870,Scotland,87.8,0.0022517549198152135
3643,census,1870,North Carolina,182.56,0.004682008862886849
3644,census,1870,Texas,99.49,0.002551561468934118
3645,census,1870,Mississippi,99.49,0.002551561468934118
3646,census,1870,Other USSR/Russia,99.49,0.002551561468934118
3647,census,1870,New Hampshire,103.91,0.0026649186072665015
3648,census,1870,France,0.0,0.0
3649,census,1870,China,0.0,0.0
3650,census,1870,Vermont,0.0,0.0
3651,census,1870,Switzerland,0.0,0.0
3652,census,1870,Italy,0.0,0.0
3653,census,1870,Washington,0.0,0.0
3654,census,1870,Wyoming,0.0,0.0
3655,census,1870,Sweden,0.0,0.0
3656,census,1870,South Carolina,0.0,0.0
3657,census,1870,Wales,0.0,0.0
3658,census,1870,California,0.0,0.0
3659,census,1870,Georgia,0.0,0.0
3660,census,1870,District of Columbia,0.0,0.0
3661,census,1870,Netherlands,0.0,0.0
3662,census,1870,Czechoslovakia,0.0,0.0
3663,census,1870,Belgium,0.0,0.0
3664,census,1870,Denmark,0.0,0.0
3665,census,1870,Rhode Island,0.0,0.0
3666,census,1870,"United States, ns",0.0,0.0
3667,census,1870,Alabama,0.0,0.0
3668,census,1870,Poland,0.0,0.0
3669,census,1870,Arkansas,0.0,0.0
3670,census,1870,Florida,0.0,0.0
3671,census,1870,AFRICA,0.0,0.0
3672,census,1870,West Indies,0.0,0.0
3673,census,1870,Norway,0.0,0.0
3674,census,1870,Cuba,0.0,0.0
3675,census,1870,Minnesota,0.0,0.0
3676,census,1870,Abroad (unknown) or at sea,0.0,0.0
3677,census,1870,Japan,0.0,0.0
3678,census,1870,Montana,0.0,0.0
3679,census,1870,West Virginia,0.0,0.0
3680,census,1870,SOUTH AMERICA,0.0,0.0
3681,census,1870,Australia and New Zealand,0.0,0.0
3682,census,1870,Finland,0.0,0.0
3683,census,1870,Oklahoma,0.0,0.0
3684,census,1870,Oregon,0.0,0.0
3685,census,1870,"Europe, ns",0.0,0.0
3686,census,1870,Nevada,0.0,0.0
3687,census,1870,Portugal,0.0,0.0
3688,census,1870,Spain,0.0,0.0
3689,census,1870,Arizona,0.0,0.0
3690,census,1870,Hawaii,0.0,0.0
3691,census,1870,India,0.0,0.0
3692,census,1870,South Dakota,0.0,0.0
3693,census,1870,Idaho,0.0,0.0
3694,census,1870,Hungary,0.0,0.0
3695,census,1870,Central America,0.0,0.0
3696,census,1870,Greece,0.0,0.0
3697,census,1870,Iceland,0.0,0.0
3698,census,1870,Syria,0.0,0.0
3699,census,1870,North Dakota,0.0,0.0
3700,census,1870,Indonesia,0.0,0.0
3701,census,1870,U.S. Virgin Islands,0.0,0.0
3702,census,1870,Romania,0.0,0.0
3703,census,1870,Turkey,0.0,0.0
3704,census,1870,Pacific Islands,0.0,0.0
3705,census,1870,Yugoslavia,0.0,0.0
3706,census,1870,Bulgaria,0.0,0.0
3707,census,1870,"Southwest Asia, nec/ns",0.0,0.0
3708,census,1870,Philippines,0.0,0.0
3709,census,1870,Lebanon,0.0,0.0
3710,census,1870,Latvia,0.0,0.0
3711,census,1870,Lithuania,0.0,0.0
3712,census,1870,Native American,0.0,0.0
3713,census,1870,Israel/Palestine,0.0,0.0
3714,census,1870,Missing/blank,0.0,0.0
3715,census,1870,Korea,0.0,0.0
3716,census,1871,Missouri,2642.4240000000127,0.04979761422520855
3717,census,1871,New York,4407.4340000000175,0.08305998509515038
3718,census,1871,Colorado,7297.373999999953,0.1375221445570669
3719,census,1871,Pennsylvania,2098.318000000007,0.0395437031626306
3720,census,1871,Delaware,99.837,0.0018814711081197122
3721,census,1871,Ohio,2860.881000000009,0.05391453013680947
3722,census,1871,Indiana,1328.9820000000018,0.025045236096949572
3723,census,1871,Germany,1668.9850000000033,0.03145273853766824
3724,census,1871,Ireland,2584.9500000000044,0.04871449203135168
3725,census,1871,Illinois,2630.078000000016,0.04956494855716123
3726,census,1871,Massachusetts,1591.7059999999994,0.029996382619878335
3727,census,1871,Maine,673.8459999999994,0.012698917037992271
3728,census,1871,Austria,129.83699999999996,0.0024468339820401153
3729,census,1871,New Mexico,9380.853000000003,0.17678620039682813
3730,census,1871,Kansas,600.1119999999994,0.011309368166470702
3731,census,1871,England,3137.819000000009,0.059133545589401766
3732,census,1871,Nebraska,231.997,0.004372083022030398
3733,census,1871,New Jersey,496.40499999999986,0.009354965247615267
3734,census,1871,Maryland,181.75500000000005,0.0034252509716467677
3735,census,1871,Connecticut,212.61100000000005,0.004006745532903034
3736,census,1871,Tennessee,294.15499999999963,0.005543477205935206
3737,census,1871,Virginia,1179.4429999999998,0.02222710947017676
3738,census,1871,Kentucky,1135.1589999999992,0.02139255848655371
3739,census,1871,Wisconsin,720.8349999999989,0.013584444907413791
3740,census,1871,Louisiana,90.182,0.0016995184898629956
3741,census,1871,Canada,915.7430000000023,0.017257569808416456
3742,census,1871,Utah,504.588,0.009509177394191626
3743,census,1871,Iowa,1963.8870000000022,0.037010293279164046
3744,census,1871,Michigan,782.4449999999986,0.014745511796154987
3745,census,1871,Mexico,104.254,0.0019647113685899264
3746,census,1871,Scotland,232.6139999999998,0.004383710651804024
3747,census,1871,North Carolina,239.499,0.00451346143136876
3748,census,1871,Texas,208.87499999999991,0.003936339009670811
3749,census,1871,Mississippi,138.46099999999996,0.0026093569628631006
3750,census,1871,Other USSR/Russia,141.93199999999996,0.002674769447375691
3751,census,1871,New Hampshire,154.98899999999998,0.002920834215534982
3752,census,1871,France,0.0,0.0
3753,census,1871,China,0.0,0.0
3754,census,1871,Vermont,0.0,0.0
3755,census,1871,Switzerland,0.0,0.0
3756,census,1871,Italy,0.0,0.0
3757,census,1871,Washington,0.0,0.0
3758,census,1871,Wyoming,0.0,0.0
3759,census,1871,Sweden,0.0,0.0
3760,census,1871,South Carolina,0.0,0.0
3761,census,1871,Wales,0.0,0.0
3762,census,1871,California,0.0,0.0
3763,census,1871,Georgia,0.0,0.0
3764,census,1871,District of Columbia,0.0,0.0
3765,census,1871,Netherlands,0.0,0.0
3766,census,1871,Czechoslovakia,0.0,0.0
3767,census,1871,Belgium,0.0,0.0
3768,census,1871,Denmark,0.0,0.0
3769,census,1871,Rhode Island,0.0,0.0
3770,census,1871,"United States, ns",0.0,0.0
3771,census,1871,Alabama,0.0,0.0
3772,census,1871,Poland,0.0,0.0
3773,census,1871,Arkansas,0.0,0.0
3774,census,1871,Florida,0.0,0.0
3775,census,1871,AFRICA,0.0,0.0
3776,census,1871,West Indies,0.0,0.0
3777,census,1871,Norway,0.0,0.0
3778,census,1871,Cuba,0.0,0.0
3779,census,1871,Minnesota,0.0,0.0
3780,census,1871,Abroad (unknown) or at sea,0.0,0.0
3781,census,1871,Japan,0.0,0.0
3782,census,1871,Montana,0.0,0.0
3783,census,1871,West Virginia,0.0,0.0
3784,census,1871,SOUTH AMERICA,0.0,0.0
3785,census,1871,Australia and New Zealand,0.0,0.0
3786,census,1871,Finland,0.0,0.0
3787,census,1871,Oklahoma,0.0,0.0
3788,census,1871,Oregon,0.0,0.0
3789,census,1871,"Europe, ns",0.0,0.0
3790,census,1871,Nevada,0.0,0.0
3791,census,1871,Portugal,0.0,0.0
3792,census,1871,Spain,0.0,0.0
3793,census,1871,Arizona,0.0,0.0
3794,census,1871,Hawaii,0.0,0.0
3795,census,1871,India,0.0,0.0
3796,census,1871,South Dakota,0.0,0.0
3797,census,1871,Idaho,0.0,0.0
3798,census,1871,Hungary,0.0,0.0
3799,census,1871,Central America,0.0,0.0
3800,census,1871,Greece,0.0,0.0
3801,census,1871,Iceland,0.0,0.0
3802,census,1871,Syria,0.0,0.0
3803,census,1871,North Dakota,0.0,0.0
3804,census,1871,Indonesia,0.0,0.0
3805,census,1871,U.S. Virgin Islands,0.0,0.0
3806,census,1871,Romania,0.0,0.0
3807,census,1871,Turkey,0.0,0.0
3808,census,1871,Pacific Islands,0.0,0.0
3809,census,1871,Yugoslavia,0.0,0.0
3810,census,1871,Bulgaria,0.0,0.0
3811,census,1871,"Southwest Asia, nec/ns",0.0,0.0
3812,census,1871,Philippines,0.0,0.0
3813,census,1871,Lebanon,0.0,0.0
